,timeus,volt,voltr,curr,currtot,enrgtot,temp,res,vcc,vservo,flags,safety
2386,3265559705.0,21.78759,22.74862,44.44514,3548.065,78.89149,0.0,0.02162278,4.643847,1.817,1.0,6.0
2387,3265663706.0,21.80943,22.71687,42.04521,3549.272,78.9178,0.0,0.02158244,4.803369,0.717,1.0,6.0
2388,3265767480.0,21.87576,22.73234,39.71597,3550.422,78.94296,0.0,0.0215675,4.813037,1.215,1.0,6.0
2389,3265871085.0,21.92448,22.72458,37.13221,3551.484,78.96625,0.0,0.02154724,4.985449,1.819,1.0,6.0
2390,3265976329.0,21.90577,22.72907,38.22876,3552.626,78.99126,0.0,0.0215362,4.687354,1.817,1.0,6.0
2391,3266081577.0,21.88853,22.71946,38.61721,3553.73,79.01544,0.0,0.02151706,4.735693,1.817,1.0,6.0
2392,3266186337.0,21.87738,22.71478,38.95455,3554.883,79.04066,0.0,0.02149684,4.682519,0.6810001,1.0,6.0
2393,3266291396.0,21.86525,22.70168,38.96419,3556.005,79.06519,0.0,0.02146662,4.832373,1.167,1.0,6.0
2394,3266395868.0,21.89275,22.71834,38.46943,3557.131,79.08984,0.0,0.02146092,4.896826,1.81,1.0,6.0
2395,3266500321.0,21.84665,22.72092,40.73441,3558.302,79.11543,0.0,0.02146277,4.817871,1.822,1.0,6.0
2396,3266604224.0,21.83936,22.74215,42.10946,3559.522,79.14207,0.0,0.02143896,4.970947,1.817,1.0,6.0
2397,3266709485.0,21.84907,22.74393,41.74,3560.754,79.16899,0.0,0.02143896,4.679297,1.81,1.0,6.0
2398,3266815196.0,21.84907,22.73512,41.32877,3561.962,79.19537,0.0,0.02143896,4.879101,1.817,1.0,6.0
2399,3266919178.0,21.89302,22.78094,41.41587,3563.144,79.22127,0.0,0.02143896,4.676074,0.71,1.0,6.0
2400,3267023292.0,21.87415,22.76137,41.38339,3564.356,79.24778,0.0,0.02143896,4.988672,1.186,1.0,6.0
2401,3267128197.0,21.90974,22.79889,41.47335,3565.559,79.27412,0.0,0.02143896,4.669629,1.803,1.0,6.0
2402,3267232052.0,21.88062,22.80055,42.90944,3566.79,79.30106,0.0,0.02143896,4.817871,1.812,1.0,6.0
2403,3267336024.0,21.86768,22.83103,45.11338,3568.102,79.32974,0.0,0.021354,4.798535,1.819,1.0,6.0
2404,3267439945.0,21.88305,22.87535,46.46917,3569.435,79.35891,0.0,0.021354,4.862988,0.686,1.0,6.0
2405,3267543926.0,21.86848,22.87715,47.47475,3570.815,79.38909,0.0,0.02124625,4.959668,1.237,1.0,6.0
2406,3267648027.0,21.86336,22.90066,49.10505,3572.225,79.41994,0.0,0.02112404,4.676074,1.815,1.0,6.0
2407,3267752152.0,21.80215,22.8802,51.23367,3573.716,79.45245,0.0,0.02104184,4.830761,1.815,1.0,6.0
2408,3267856311.0,21.75766,22.85994,52.5027,3575.229,79.48535,0.0,0.02099469,4.746973,1.819,1.0,6.0
2409,3267960434.0,21.68728,22.80786,53.31874,3576.78,79.51898,0.0,0.02101664,4.956445,0.737,1.0,6.0
2410,3268064443.0,21.66139,22.82041,55.13715,3578.362,79.55326,0.0,0.02102063,4.674463,1.276,1.0,6.0
2411,3268168654.0,21.6258,22.80542,56.05921,3579.999,79.58866,0.0,0.02104238,4.814648,1.819,1.0,6.0
2412,3268274031.0,21.64674,22.82271,55.89108,3581.639,79.62417,0.0,0.02104038,4.684131,1.817,1.0,6.0
2413,3268378318.0,21.63712,22.8249,56.46402,3583.254,79.6591,0.0,0.02103596,4.959668,1.817,1.0,6.0
2414,3268482080.0,21.63065,22.84225,57.66558,3584.929,79.69535,0.0,0.02101089,4.614844,0.775,1.0,6.0
2415,3268586762.0,21.50122,22.70706,57.00376,3586.588,79.73102,0.0,0.02115364,4.953223,1.319,1.0,6.0
2416,3268691348.0,21.5352,22.7378,56.61502,3588.23,79.76638,0.0,0.02124176,4.745361,1.819,1.0,6.0
2417,3268795740.0,21.52468,22.72393,56.207,3589.858,79.80142,0.0,0.02133634,4.964502,1.817,1.0,6.0
2418,3268899523.0,21.52387,22.72228,55.94355,3591.464,79.83598,0.0,0.02142179,4.846875,1.817,1.0,6.0
2419,3269003343.0,21.51102,22.70652,55.56266,3593.076,79.87067,0.0,0.02151637,4.795312,1.817,1.0,6.0
2420,3269107161.0,21.53358,22.72866,55.39739,3594.664,79.90486,0.0,0.02157295,4.703467,1.819,1.0,6.0
2421,3269211034.0,21.51578,22.72774,56.04636,3596.292,79.93989,0.0,0.02162417,4.750195,0.7830001,1.0,6.0
2422,3269314757.0,21.50931,22.7245,56.06885,3597.894,79.97436,0.0,0.02167327,4.92583,1.295,1.0,6.0
2423,3269418487.0,21.52387,22.74622,56.35479,3599.531,80.0096,0.0,0.02169029,4.737305,1.817,1.0,6.0
2424,3269525763.0,21.54329,22.74327,55.32349,3601.222,80.04601,0.0,0.02169029,4.967724,1.817,1.0,6.0
2425,3269632414.0,21.54409,22.73571,54.93797,3602.799,80.07999,0.0,0.02169029,4.645459,1.817,1.0,6.0
2426,3269736144.0,21.52468,22.7193,55.07611,3604.392,80.11428,0.0,0.02169029,4.862988,0.758,1.0,6.0
2427,3269840002.0,21.5352,22.73504,55.31707,3605.984,80.14856,0.0,0.02169029,4.640625,1.295,1.0,6.0
2428,3269944472.0,21.51012,22.70787,55.22069,3607.6,80.18333,0.0,0.02169029,4.771142,1.812,1.0,6.0
2429,3270048748.0,21.51641,22.71461,55.24139,3609.184,80.2174,0.0,0.02169029,4.796924,1.819,1.0,6.0
2430,3270152755.0,21.48666,22.70364,56.01102,3610.814,80.25244,0.0,0.0217275,4.809814,1.81,1.0,6.0
2431,3270256667.0,21.50041,22.7149,55.84717,3612.412,80.2868,0.0,0.02174661,4.713135,0.758,1.0,6.0
2432,3270360366.0,21.50364,22.71822,55.81826,3614.031,80.32161,0.0,0.02175948,4.724414,1.285,1.0,6.0
2433,3270464345.0,21.52064,22.7163,54.97973,3615.613,80.35565,0.0,0.0217474,4.861377,1.817,1.0,6.0
2434,3270568223.0,21.55947,22.74394,54.41429,3617.188,80.38961,0.0,0.02176764,4.753418,1.81,1.0,6.0
2435,3270671969.0,21.57394,22.72488,52.88538,3618.706,80.42236,0.0,0.02176294,4.970947,1.819,1.0,6.0
2436,3270775855.0,21.57645,22.72296,52.69547,3620.235,80.45535,0.0,0.02175721,4.763086,0.758,1.0,6.0
2437,3270879919.0,21.61366,22.74451,51.93084,3621.73,80.48767,0.0,0.02177594,4.92583,1.242,1.0,6.0
2438,3270983779.0,21.59506,22.72849,52.05613,3623.235,80.52016,0.0,0.02177332,4.785645,1.817,1.0,6.0
2439,3271087180.0,21.60719,22.73945,51.97867,3624.716,80.55217,0.0,0.02178307,4.962891,1.819,1.0,6.0
2440,3271192313.0,21.60793,22.75354,52.53717,3626.288,80.58613,0.0,0.02180584,4.819482,1.817,1.0,6.0
2441,3271297640.0,21.57483,22.73108,53.0246,3627.807,80.6189,0.0,0.02180584,4.848486,1.817,1.0,6.0
2442,3271401392.0,21.58778,22.74967,53.2834,3629.352,80.65225,0.0,0.02180584,4.742138,1.817,1.0,6.0
2443,3271505163.0,21.61205,22.74376,51.88586,3630.839,80.68439,0.0,0.02181157,4.961279,0.763,1.0,6.0
2444,3271610413.0,21.68081,22.79027,50.7389,3632.352,80.71719,0.0,0.02186617,4.627734,1.261,1.0,6.0
2445,3271715702.0,21.66301,22.79338,51.58707,3633.832,80.74924,0.0,0.0219118,4.819482,1.819,1.0,6.0
2446,3271819828.0,21.70831,22.83192,51.09873,3635.322,80.7816,0.0,0.02198903,4.724414,1.817,1.0,6.0
2447,3271924123.0,21.7253,22.82671,49.96463,3636.76,80.81284,0.0,0.0220437,4.801758,1.819,1.0,6.0
2448,3272027731.0,21.74471,22.80812,48.1912,3638.147,80.843,0.0,0.02206649,4.846875,0.758,1.0,6.0
2449,3272131639.0,21.76494,22.80799,47.23059,3639.514,80.87276,0.0,0.02208416,4.859766,1.114,1.0,6.0
2450,3272235428.0,21.82318,22.82737,45.39932,3640.818,80.90121,0.0,0.02211902,4.680908,1.817,1.0,6.0
2451,3272339714.0,21.7617,22.77506,45.87481,3642.158,80.93038,0.0,0.02208963,4.726025,1.817,1.0,6.0
2452,3272443930.0,21.72853,22.75082,46.38242,3643.489,80.95929,0.0,0.02204042,4.874268,1.819,1.0,6.0
2453,3272546589.0,21.71397,22.71976,45.63385,3644.783,80.98739,0.0,0.02204042,4.867822,0.703,1.0,6.0
2454,3272649915.0,21.73123,22.72813,45.33542,3646.1,81.01601,0.0,0.02198941,4.975781,1.23,1.0,6.0
2455,3272756185.0,21.70353,22.71513,46.00361,3647.479,81.04596,0.0,0.02198941,4.821094,1.817,1.0,6.0
2456,3272861682.0,21.72134,22.71727,45.37826,3648.778,81.07417,0.0,0.02194728,4.977393,1.817,1.0,6.0
2457,3272965905.0,21.72206,22.72131,45.58887,3650.113,81.10317,0.0,0.02191852,4.819482,1.817,1.0,6.0
2458,3273071831.0,21.68081,22.71724,47.22095,3651.51,81.13345,0.0,0.02194851,4.980615,0.739,1.0,6.0
2459,3273177141.0,21.68243,22.75227,48.77913,3652.921,81.16405,0.0,0.02193237,4.734082,1.09,1.0,6.0
2460,3273281152.0,21.63227,22.73082,50.06101,3654.365,81.1953,0.0,0.02194416,4.948389,1.815,1.0,6.0
2461,3273385612.0,21.66544,22.75175,49.53734,3655.811,81.22662,0.0,0.02192919,4.639014,1.276,1.0,6.0
2462,3273490072.0,21.68,22.768,49.68834,3657.245,81.2577,0.0,0.02189648,4.787256,1.817,1.0,6.0
2463,3273594597.0,21.72773,22.81763,49.77508,3658.699,81.28931,0.0,0.02189648,4.716357,1.819,1.0,6.0
2464,3273700256.0,21.76494,22.84865,49.49236,3660.158,81.32106,0.0,0.02189648,4.830761,1.812,1.0,6.0
2465,3273806021.0,21.73015,22.82835,50.15419,3661.627,81.35297,0.0,0.02189648,4.966113,0.768,1.0,6.0
2466,3273910012.0,21.70067,22.76691,48.69453,3663.014,81.38307,0.0,0.02189648,4.687354,1.213,1.0,6.0
2467,3274016215.0,21.7256,22.7599,47.28287,3664.458,81.41443,0.0,0.02187475,4.906494,1.819,1.0,6.0
2468,3274123455.0,21.75199,22.77234,46.65229,3665.814,81.44392,0.0,0.02187133,4.640625,1.817,1.0,6.0
2469,3274227945.0,21.74067,22.77242,47.17918,3667.181,81.47366,0.0,0.02186874,4.800147,1.817,1.0,6.0
2470,3274331643.0,21.72134,22.77953,48.40181,3668.567,81.50375,0.0,0.02186244,4.817871,1.604,1.0,6.0
2471,3274435635.0,21.7342,22.81341,49.36385,3670.006,81.53503,0.0,0.02186244,4.906494,1.247,1.0,6.0
2472,3274540483.0,21.74957,22.87753,51.5935,3671.508,81.56769,0.0,0.02186244,4.721191,1.827,1.0,6.0
2473,3274644915.0,21.73096,22.89074,53.04887,3673.041,81.60101,0.0,0.02186244,4.759863,1.817,1.0,6.0
2474,3274749546.0,21.63874,22.83867,54.96045,3674.647,81.63577,0.0,0.02183254,4.779199,1.807,1.0,6.0
