,0,1
0,37.102261500965255,-76.3871315000181
1,37.102261500965255,-76.3871315000181
2,37.10226229873703,-76.38706331359485
3,37.10226309646961,-76.38699512716892
4,37.102263894163,-76.3869269407403
5,37.1022646918172,-76.38685875430899
6,37.10226548943219,-76.386790567875
7,37.102266287008,-76.38672238143832
8,37.10226708454461,-76.38665419499897
9,37.10226788204202,-76.38658600855692
10,37.10226867950025,-76.3865178221122
11,37.102269476919275,-76.38644963566477
12,37.1022702742991,-76.38638144921467
13,37.10227107163975,-76.38631326276189
14,37.10227186894119,-76.38624507630644
15,37.10227266620344,-76.38617688984829
16,37.10227346342649,-76.38610870338745
17,37.10227426061036,-76.38604051692393
18,37.10227505775502,-76.38597233045773
19,37.102275854860494,-76.38590414398885
20,37.10227665192677,-76.38583595751729
21,37.102277448953856,-76.38576777104304
22,37.10227824594174,-76.38569958456611
23,37.10227904289044,-76.3856313980865
24,37.102279839799934,-76.38556321160421
25,37.102280636670244,-76.38549502511923
26,37.10228143350135,-76.38542683863156
27,37.10228223029328,-76.38535865214122
28,37.10228302704599,-76.3852904656482
29,37.10228382375952,-76.3852222791525
30,37.102284620433856,-76.3851540926541
31,37.10228541706899,-76.38508590615304
32,37.10228621366494,-76.38501771964928
33,37.10228701022169,-76.38494953314286
34,37.10228780673924,-76.38488134663373
35,37.1022886032176,-76.38481316012195
36,37.10228939965677,-76.38474497360747
37,37.10229019605674,-76.38467678709031
38,37.10229099241752,-76.38460860057049
39,37.1022917887391,-76.38454041404796
40,37.10229258502149,-76.38447222752276
41,37.10229338126468,-76.38440404099488
42,37.102294177468686,-76.38433585446434
43,37.102294973633484,-76.3842676679311
44,37.1022957697591,-76.38419948139517
45,37.10229656584551,-76.38413129485659
46,37.10229736189274,-76.3840631083153
47,37.10229815790076,-76.38399492177135
48,37.10229895386959,-76.38392673522472
49,37.10229974979923,-76.38385854867539
50,37.10230054568967,-76.3837903621234
51,37.10230134154092,-76.38372217556874
52,37.10230213735297,-76.38365398901139
53,37.102302933125834,-76.38358580245135
54,37.102303728859496,-76.38351761588865
55,37.10230452455397,-76.38344942932326
56,37.10230532020925,-76.38338124275519
57,37.10230611582532,-76.38331305618445
58,37.10230691140221,-76.38324486961103
59,37.1023077069399,-76.38317668303493
60,37.1023085024384,-76.38310849645616
61,37.1023092978977,-76.3830403098747
62,37.10231009331781,-76.38297212329057
63,37.10231088869872,-76.38290393670376
64,37.102311684040444,-76.38283575011428
65,37.10231247934296,-76.38276756352211
66,37.102313274606296,-76.38269937692728
67,37.10231406983043,-76.38263119032975
68,37.102314865015366,-76.38256300372956
69,37.10231566016111,-76.3824948171267
70,37.102316455267655,-76.38242663052114
71,37.10231725033502,-76.38235844391292
72,37.10231804536318,-76.38229025730203
73,37.10231884035215,-76.38222207068846
74,37.10231963530192,-76.38215388407221
75,37.10232043021249,-76.38208569745328
76,37.10232122508387,-76.38201751083167
77,37.102322019916066,-76.38194932420738
78,37.10232281470906,-76.38188113758044
79,37.10232360946285,-76.3818129509508
80,37.10232440417746,-76.38174476431851
81,37.10232519885286,-76.38167657768354
82,37.10232599348908,-76.38160839104589
83,37.1023267880861,-76.38154020440555
84,37.10232758264392,-76.38147201776255
85,37.10232837716255,-76.38140383111687
86,37.10232917164199,-76.38133564446852
87,37.10232996608223,-76.3812674578175
88,37.10233076048328,-76.38119927116381
89,37.10233155484512,-76.38113108450743
90,37.10233234916779,-76.38106289784838
