Lat,Long,Alt
38.8359453,-77.5063527,81.91
38.8359473,-77.5063663,81.83
38.8359501,-77.5063794,81.77
38.8359538,-77.5063921,81.71
38.835958,-77.5064042,81.67
38.8359625,-77.5064154,81.66
38.8359668,-77.5064257,81.61
38.8359705,-77.5064346,81.57
38.8359733,-77.5064414,81.58
38.835975,-77.5064458,81.6
38.8359758,-77.5064476,81.65
38.835976,-77.506447,81.68
38.8359759,-77.5064442,81.72
38.8359755,-77.5064394,81.81
38.835975,-77.5064332,81.86
38.8359742,-77.5064261,81.9
38.835973,-77.5064182,82
38.8359712,-77.5064097,82.08
38.8359685,-77.5064009,82.17
38.8359653,-77.5063914,82.32
38.8359615,-77.5063814,82.44
38.8359571,-77.5063708,82.55
38.8359523,-77.5063594,82.71
38.835947,-77.5063472,82.85
38.8359413,-77.5063344,83.01
38.8359352,-77.5063209,83.15
38.8359287,-77.5063061,83.33
38.8359217,-77.5062901,83.48
38.8359143,-77.5062732,83.64
38.8359066,-77.5062552,83.82
38.8358983,-77.5062365,83.99
38.8358895,-77.5062177,84.14
38.8358803,-77.5061987,84.31
38.835871,-77.5061797,84.55
38.8358618,-77.5061611,84.78
38.8358529,-77.5061428,85.03
38.8358446,-77.5061249,85.26
38.8358368,-77.5061072,85.51
38.8358297,-77.5060902,85.71
38.8358233,-77.5060736,85.89
38.8358172,-77.506057,86.08
38.8358114,-77.5060407,86.24
38.8358061,-77.5060247,86.34
38.8358012,-77.506009,86.46
38.8357967,-77.5059936,86.53
38.8357928,-77.5059783,86.65
38.8357892,-77.5059632,86.72
38.835786,-77.505948,86.79
38.8357832,-77.5059329,86.82
38.8357806,-77.505918,86.85
38.8357784,-77.5059031,86.88
38.8357767,-77.505888,86.94
38.8357756,-77.5058728,86.91
38.835775,-77.5058575,86.91
38.8357748,-77.505842,86.87
38.8357751,-77.5058264,86.85
38.8357757,-77.5058108,86.79
38.8357765,-77.5057952,86.76
38.8357775,-77.5057797,86.71
38.8357787,-77.5057646,86.65
38.83578,-77.5057499,86.58
38.8357816,-77.5057359,86.48
38.8357832,-77.5057223,86.36
38.8357848,-77.505709,86.27
38.8357866,-77.5056958,86.16
38.8357886,-77.5056829,86.08
38.8357907,-77.5056702,86.04
38.8357934,-77.5056578,85.95
38.8357964,-77.5056455,85.87
38.8357995,-77.5056334,85.78
38.8358029,-77.5056217,85.67
38.8358069,-77.5056109,85.6
38.8358115,-77.5056021,85.52
38.8358161,-77.5055963,85.36
38.8358198,-77.5055929,85.27
38.8358216,-77.5055906,85.24
38.8358219,-77.5055887,85.21
38.8358211,-77.5055866,85.23
38.8358203,-77.5055844,85.22
38.8358198,-77.5055825,85.2
38.8358196,-77.5055813,85.17
38.8358195,-77.5055805,85.1
38.835819,-77.5055801,85.08
38.8358182,-77.5055802,85.03
38.835817,-77.5055807,84.97
38.8358159,-77.5055818,84.9
38.835815,-77.5055833,84.85
38.8358143,-77.5055851,84.79
38.8358137,-77.5055871,84.7
38.8358131,-77.5055893,84.63
38.8358124,-77.5055915,84.54
38.8358115,-77.5055937,84.43
38.8358105,-77.5055958,84.33
38.8358095,-77.5055978,84.27
38.8358085,-77.5055998,84.23
38.8358077,-77.505602,84.18
38.8358073,-77.5056042,84.16
38.8358068,-77.5056065,84.11
38.835806,-77.5056086,84.1
38.8358048,-77.5056106,84.09
38.8358034,-77.5056126,84.05
38.8358017,-77.5056143,84.06
38.8358001,-77.5056158,84.07
38.8357986,-77.5056172,84.05
38.8357972,-77.5056188,84.03
38.8357959,-77.5056204,84
38.8357946,-77.5056221,83.97
38.8357935,-77.5056239,83.96
38.8357927,-77.505626,83.95
38.8357919,-77.5056281,83.9
38.835791,-77.5056304,83.89
38.8357901,-77.5056326,83.91
38.8357892,-77.5056347,83.93
38.8357883,-77.5056365,83.91
38.8357874,-77.5056382,83.9
38.8357864,-77.5056396,83.92
38.8357853,-77.5056409,83.93
38.8357843,-77.5056421,83.96
38.8357836,-77.5056431,83.97
38.835783,-77.5056441,84.02
38.8357827,-77.5056449,84.02
38.8357825,-77.5056457,84.01
38.8357822,-77.5056464,84.04
38.8357818,-77.5056473,84.03
38.8357811,-77.5056483,84
38.8357802,-77.5056497,84.01
38.8357791,-77.5056514,84.03
38.8357781,-77.5056531,84.06
38.8357773,-77.5056544,84.14
38.8357766,-77.505655,84.17
38.8357759,-77.5056551,84.2
38.835775,-77.505655,84.22
38.8357741,-77.5056548,84.26
38.8357731,-77.5056549,84.29
38.8357724,-77.5056558,84.3
38.8357718,-77.505657,84.29
38.8357711,-77.5056583,84.3
38.8357704,-77.5056595,84.3
38.8357696,-77.5056607,84.31
38.8357689,-77.5056617,84.32
38.8357682,-77.5056626,84.31
38.8357675,-77.5056635,84.3
38.835767,-77.5056643,84.3
38.8357665,-77.5056651,84.3
38.8357661,-77.505666,84.27
38.8357658,-77.5056668,84.27
38.8357655,-77.5056678,84.26
38.8357652,-77.5056686,84.25
38.8357648,-77.5056693,84.23
38.835764,-77.5056698,84.21
38.835763,-77.5056701,84.19
38.835762,-77.5056704,84.17
38.835761,-77.5056707,84.16
38.8357602,-77.5056711,84.11
38.8357594,-77.5056716,84.05
38.8357584,-77.5056723,84
38.8357573,-77.5056727,83.96
38.8357561,-77.5056734,83.9
38.835755,-77.505674,83.85
38.8357541,-77.5056746,83.81
38.8357533,-77.5056749,83.76
38.8357528,-77.5056751,83.72
38.8357523,-77.5056755,83.7
38.8357519,-77.5056759,83.65
38.8357516,-77.5056764,83.6
38.8357512,-77.5056767,83.57
38.8357508,-77.5056772,83.55
38.8357504,-77.5056777,83.54
38.8357501,-77.5056783,83.55
38.8357498,-77.505679,83.54
38.8357497,-77.5056798,83.55
38.8357494,-77.5056806,83.57
38.8357491,-77.5056813,83.59
38.8357486,-77.505682,83.66
38.8357482,-77.5056826,83.71
38.8357477,-77.5056831,83.76
38.8357472,-77.5056834,83.8
38.8357467,-77.5056837,83.83
38.8357462,-77.5056839,83.87
38.8357455,-77.5056842,83.88
38.8357448,-77.5056846,83.93
38.8357441,-77.5056853,83.97
38.8357433,-77.5056863,83.99
38.8357425,-77.5056874,84.05
38.8357417,-77.5056883,84.08
38.8357409,-77.505689,84.12
38.8357403,-77.5056895,84.15
38.8357398,-77.5056899,84.2
38.8357392,-77.5056903,84.24
38.8357388,-77.5056906,84.28
38.8357383,-77.505691,84.34
38.8357376,-77.5056917,84.37
38.8357367,-77.5056925,84.4
38.8357357,-77.5056933,84.49
38.8357346,-77.5056942,84.53
38.8357336,-77.5056949,84.6
38.835733,-77.5056955,84.63
38.8357325,-77.5056962,84.68
38.8357321,-77.505697,84.7
38.8357317,-77.5056979,84.71
38.8357311,-77.5056988,84.75
38.8357305,-77.5056997,84.8
38.83573,-77.5057005,84.85
38.8357297,-77.5057015,84.87
38.8357295,-77.5057023,84.89
38.8357293,-77.5057033,84.85
38.8357289,-77.5057043,84.86
38.8357282,-77.5057055,84.85
38.8357272,-77.5057068,84.85
38.8357263,-77.5057078,84.86
38.8357255,-77.5057085,84.84
38.8357249,-77.5057087,84.87
38.8357241,-77.5057086,84.88
38.8357233,-77.5057085,84.89
38.8357224,-77.5057087,84.89
38.8357214,-77.5057092,84.88
38.8357206,-77.5057096,84.88
38.8357199,-77.50571,84.88
38.8357192,-77.5057101,84.88
38.8357186,-77.5057102,84.86
38.835718,-77.5057103,84.84
38.8357175,-77.5057107,84.79
38.8357168,-77.5057113,84.73
38.8357161,-77.505712,84.66
38.8357155,-77.5057127,84.62
38.8357149,-77.5057133,84.57
38.8357143,-77.5057138,84.52
38.8357137,-77.5057141,84.48
38.835713,-77.5057145,84.44
38.8357124,-77.505715,84.39
38.8357118,-77.5057158,84.36
38.8357111,-77.5057168,84.31
38.8357105,-77.5057181,84.23
38.83571,-77.5057194,84.2
38.8357094,-77.5057207,84.19
38.8357089,-77.5057218,84.19
38.8357086,-77.5057226,84.19
38.8357083,-77.5057234,84.17
38.835708,-77.5057242,84.16
38.8357075,-77.5057249,84.12
38.8357069,-77.5057257,84.12
38.8357061,-77.5057265,84.14
38.8357052,-77.505727,84.12
38.8357039,-77.5057271,84.11
38.8357024,-77.5057272,84.1
38.8357009,-77.5057272,84.09
38.8356995,-77.5057277,84.08
38.8356986,-77.5057285,84.09
38.8356982,-77.5057293,84.12
38.8356981,-77.5057298,84.14
38.8356981,-77.5057302,84.16
38.8356979,-77.5057306,84.15
38.8356975,-77.5057314,84.17
38.835697,-77.5057327,84.16
38.8356965,-77.5057344,84.19
38.8356961,-77.5057361,84.22
38.8356956,-77.5057371,84.24
38.8356949,-77.5057375,84.29
38.8356942,-77.5057377,84.31
38.8356936,-77.5057382,84.33
38.8356933,-77.5057392,84.36
38.8356932,-77.5057406,84.36
38.835693,-77.5057418,84.37
38.8356926,-77.5057421,84.39
38.8356919,-77.5057418,84.42
38.8356911,-77.5057414,84.41
38.8356903,-77.5057412,84.41
38.8356894,-77.5057412,84.44
38.8356886,-77.5057414,84.45
38.8356879,-77.5057417,84.46
38.8356872,-77.505742,84.47
38.8356863,-77.5057423,84.44
38.835685,-77.5057428,84.43
38.8356837,-77.5057436,84.44
38.8356823,-77.5057446,84.47
38.8356812,-77.5057458,84.46
38.8356804,-77.505747,84.43
38.8356799,-77.5057478,84.42
38.8356796,-77.5057483,84.4
38.8356794,-77.5057486,84.44
38.8356792,-77.5057491,84.44
38.8356791,-77.5057498,84.45
38.8356789,-77.505751,84.46
38.8356786,-77.5057521,84.46
38.8356784,-77.5057529,84.46
38.8356782,-77.5057535,84.45
38.8356781,-77.5057537,84.43
38.8356781,-77.5057538,84.39
38.835678,-77.505754,84.35
38.8356775,-77.5057542,84.32
38.8356768,-77.5057547,84.27
38.8356759,-77.5057553,84.23
38.835675,-77.5057562,84.19
38.8356742,-77.505757,84.16
38.8356733,-77.5057578,84.14
38.8356723,-77.5057585,84.11
38.8356714,-77.505759,84.07
38.8356704,-77.5057597,84.05
38.8356695,-77.5057604,84.07
38.8356688,-77.5057612,84.07
38.8356681,-77.5057617,84.1
38.8356674,-77.505762,84.1
38.8356669,-77.5057621,84.09
38.8356665,-77.5057623,84.09
38.8356662,-77.5057628,84.09
38.8356658,-77.5057633,84.11
38.8356651,-77.5057636,84.11
38.8356645,-77.5057639,84.13
38.8356639,-77.5057641,84.17
38.8356635,-77.5057644,84.18
38.8356633,-77.5057649,84.19
38.8356632,-77.5057657,84.2
38.8356631,-77.5057666,84.22
38.8356628,-77.5057673,84.25
38.8356624,-77.5057679,84.27
38.8356619,-77.5057687,84.26
38.8356614,-77.5057693,84.27
38.8356608,-77.5057699,84.27
38.8356601,-77.5057706,84.29
38.8356594,-77.5057713,84.3
38.8356588,-77.5057718,84.32
38.8356581,-77.5057723,84.32
38.8356574,-77.5057727,84.32
38.8356567,-77.5057733,84.32
38.835656,-77.5057741,84.36
38.8356553,-77.5057752,84.38
38.8356547,-77.5057767,84.37
38.835654,-77.5057784,84.34
38.8356531,-77.50578,84.36
38.8356522,-77.5057812,84.35
38.8356514,-77.5057822,84.32
38.8356505,-77.5057832,84.29
38.8356496,-77.5057841,84.24
38.8356485,-77.505785,84.2
38.8356476,-77.5057858,84.14
38.835647,-77.5057865,84.06
38.8356464,-77.5057867,83.96
38.8356461,-77.5057865,83.86
38.8356459,-77.505786,83.79
38.8356457,-77.5057856,83.67
38.8356454,-77.5057854,83.56
38.8356449,-77.5057853,83.48
38.8356444,-77.5057859,83.37
38.8356439,-77.5057868,83.28
38.8356432,-77.5057879,83.24
38.8356426,-77.5057888,83.21
38.835642,-77.5057893,83.21
38.8356415,-77.5057895,83.2
38.8356409,-77.5057894,83.2
38.8356402,-77.5057894,83.19
38.8356393,-77.5057895,83.22
38.8356383,-77.5057898,83.21
38.8356375,-77.5057901,83.23
38.8356371,-77.5057906,83.25
38.8356371,-77.5057915,83.26
38.8356375,-77.5057926,83.26
38.8356378,-77.5057939,83.25
38.835638,-77.5057952,83.21
38.8356377,-77.5057965,83.22
38.8356371,-77.5057976,83.21
38.8356363,-77.5057984,83.27
38.8356355,-77.5057989,83.27
38.8356347,-77.5057993,83.29
38.8356338,-77.5057996,83.28
38.8356328,-77.5057998,83.3
38.8356319,-77.5057998,83.32
38.8356313,-77.5057998,83.33
38.8356308,-77.5057997,83.35
38.8356303,-77.5057996,83.36
38.8356298,-77.5057998,83.37
38.8356293,-77.5058003,83.37
38.8356286,-77.5058012,83.4
38.8356279,-77.5058021,83.41
38.8356274,-77.505803,83.45
38.8356269,-77.5058037,83.49
38.8356266,-77.5058046,83.47
38.8356265,-77.5058056,83.47
38.8356263,-77.5058067,83.48
38.835626,-77.505808,83.5
38.8356255,-77.5058093,83.5
38.835625,-77.5058107,83.5
38.8356244,-77.505812,83.51
38.8356238,-77.5058128,83.53
38.8356231,-77.5058133,83.55
38.8356224,-77.5058136,83.51
38.8356215,-77.5058137,83.51
38.8356205,-77.505814,83.5
38.8356197,-77.5058145,83.5
38.835619,-77.505815,83.52
38.8356185,-77.5058156,83.54
38.8356181,-77.5058162,83.56
38.8356177,-77.5058168,83.56
38.8356172,-77.5058173,83.58
38.8356166,-77.5058179,83.6
38.8356159,-77.5058186,83.63
38.8356152,-77.5058193,83.68
38.8356145,-77.50582,83.75
38.8356139,-77.5058205,83.8
38.8356132,-77.5058205,83.84
38.8356124,-77.50582,83.87
38.8356116,-77.5058197,83.87
38.8356106,-77.5058196,83.9
38.8356098,-77.5058199,83.95
38.8356092,-77.5058209,84
38.835609,-77.5058222,84.04
38.8356088,-77.5058236,84.07
38.8356085,-77.5058247,84.09
38.8356078,-77.5058253,84.14
38.8356071,-77.5058259,84.16
38.8356064,-77.5058266,84.21
38.8356057,-77.5058276,84.22
38.8356051,-77.5058288,84.25
38.8356047,-77.50583,84.28
38.835604,-77.5058307,84.33
38.8356032,-77.505831,84.37
38.8356024,-77.5058312,84.38
38.8356016,-77.5058316,84.4
38.8356008,-77.5058321,84.41
38.8356,-77.5058327,84.44
38.8355992,-77.5058334,84.45
38.8355983,-77.5058339,84.44
38.8355976,-77.5058343,84.44
38.8355968,-77.5058349,84.44
38.8355962,-77.5058357,84.41
38.8355956,-77.5058364,84.39
38.8355951,-77.5058373,84.35
38.8355945,-77.5058381,84.34
38.8355938,-77.5058388,84.34
38.8355932,-77.5058394,84.33
38.8355927,-77.50584,84.3
38.8355921,-77.5058406,84.29
38.8355917,-77.5058412,84.26
38.8355913,-77.5058419,84.24
38.8355908,-77.5058427,84.22
38.8355902,-77.5058434,84.18
38.8355895,-77.5058441,84.14
38.8355886,-77.5058446,84.11
38.8355876,-77.5058452,84.09
38.8355867,-77.5058459,84.04
38.8355859,-77.5058467,83.99
38.8355851,-77.5058477,83.94
38.8355844,-77.5058487,83.9
38.8355837,-77.5058498,83.88
38.835583,-77.5058507,83.86
38.8355824,-77.5058514,83.82
38.8355817,-77.5058519,83.79
38.8355811,-77.5058525,83.74
38.8355805,-77.5058532,83.71
38.8355802,-77.5058541,83.68
38.8355798,-77.505855,83.65
38.8355793,-77.5058563,83.61
38.8355787,-77.5058577,83.58
38.835578,-77.5058591,83.56
38.8355773,-77.5058604,83.51
38.8355765,-77.5058617,83.48
38.8355755,-77.5058629,83.44
38.8355745,-77.5058637,83.44
38.8355737,-77.5058639,83.42
38.835573,-77.5058637,83.38
38.8355723,-77.5058632,83.31
38.8355713,-77.5058629,83.27
38.8355701,-77.5058627,83.23
38.8355691,-77.5058625,83.17
38.8355683,-77.5058622,83.14
38.8355678,-77.5058621,83.11
38.8355675,-77.5058623,83.1
38.8355675,-77.5058627,83.09
38.8355676,-77.5058633,83.06
38.8355674,-77.5058641,83.04
38.8355672,-77.505865,83.02
38.8355667,-77.5058665,82.97
38.8355661,-77.5058684,82.95
38.8355655,-77.5058706,82.92
38.8355649,-77.5058726,82.9
38.8355642,-77.5058742,82.88
38.8355635,-77.5058749,82.86
38.8355627,-77.505875,82.87
38.8355621,-77.5058749,82.84
38.8355617,-77.505875,82.81
38.8355611,-77.5058751,82.76
38.8355604,-77.5058751,82.76
38.8355595,-77.5058752,82.74
38.8355586,-77.5058753,82.71
38.8355579,-77.5058754,82.68
38.8355572,-77.5058759,82.65
38.8355567,-77.5058768,82.62
38.8355562,-77.5058777,82.6
38.8355556,-77.5058784,82.59
38.8355551,-77.5058788,82.61
38.8355546,-77.5058791,82.6
38.835554,-77.5058793,82.61
38.8355535,-77.5058798,82.61
38.835553,-77.5058805,82.63
38.8355524,-77.5058814,82.62
38.8355517,-77.5058822,82.62
38.8355511,-77.505883,82.63
38.8355504,-77.5058839,82.62
38.8355498,-77.5058846,82.63
38.8355491,-77.5058855,82.63
38.8355485,-77.5058863,82.62
38.8355478,-77.5058871,82.62
38.8355471,-77.5058878,82.62
38.8355464,-77.5058885,82.62
38.8355457,-77.5058892,82.62
38.8355451,-77.5058898,82.64
38.8355445,-77.5058903,82.64
38.8355441,-77.5058908,82.63
38.8355438,-77.5058914,82.63
38.8355435,-77.505892,82.64
38.8355432,-77.5058926,82.65
38.8355428,-77.5058929,82.68
38.8355422,-77.5058932,82.68
38.8355416,-77.5058933,82.7
38.8355409,-77.5058938,82.72
38.8355402,-77.5058945,82.76
38.8355394,-77.5058953,82.8
