Lat,Long,Alt
38.8355388,-77.5058965,82.8
38.8355381,-77.5058974,82.83
38.8355374,-77.5058978,82.84
38.8355367,-77.5058981,82.84
38.8355362,-77.5058984,82.85
38.8355356,-77.5058989,82.86
38.8355351,-77.5058996,82.88
38.8355344,-77.5059004,82.91
38.8355339,-77.5059013,82.93
38.8355334,-77.5059021,82.95
38.8355331,-77.505903,82.98
38.8355328,-77.5059039,83.01
38.8355323,-77.5059051,83.04
38.8355318,-77.5059064,83.09
38.835531,-77.5059077,83.1
38.8355301,-77.5059087,83.13
38.8355291,-77.5059093,83.16
38.8355279,-77.5059094,83.17
38.8355266,-77.5059093,83.17
38.8355256,-77.5059092,83.18
38.8355249,-77.5059091,83.2
38.8355244,-77.5059092,83.22
38.8355241,-77.5059095,83.2
38.8355237,-77.50591,83.23
38.8355234,-77.5059108,83.28
38.8355231,-77.5059118,83.31
38.8355227,-77.5059129,83.31
38.835522,-77.5059138,83.33
38.835521,-77.5059145,83.36
38.8355198,-77.5059148,83.37
38.8355184,-77.5059148,83.38
38.8355172,-77.5059149,83.37
38.8355161,-77.5059153,83.36
38.8355152,-77.5059158,83.37
38.8355143,-77.5059161,83.38
38.8355134,-77.5059162,83.38
38.8355125,-77.505916,83.38
38.835512,-77.5059161,83.39
38.8355117,-77.5059167,83.39
38.8355117,-77.5059178,83.37
38.8355115,-77.505919,83.33
38.8355112,-77.5059201,83.32
38.8355107,-77.5059212,83.29
38.83551,-77.505922,83.27
38.8355093,-77.5059226,83.29
38.8355088,-77.5059235,83.27
38.8355084,-77.5059243,83.27
38.835508,-77.5059255,83.28
38.8355076,-77.505927,83.28
38.8355072,-77.5059285,83.27
38.8355067,-77.5059299,83.26
38.8355061,-77.5059312,83.25
38.8355055,-77.5059323,83.26
38.835505,-77.505933,83.26
38.8355045,-77.5059336,83.27
38.8355041,-77.505934,83.27
38.8355036,-77.5059344,83.23
38.835503,-77.5059346,83.23
38.8355024,-77.5059347,83.25
38.8355017,-77.5059347,83.28
38.835501,-77.5059347,83.27
38.8355004,-77.505935,83.25
38.8355,-77.5059356,83.29
38.8354997,-77.5059366,83.3
38.8354993,-77.5059377,83.26
38.8354985,-77.5059385,83.23
38.8354974,-77.5059391,83.25
38.835496,-77.5059395,83.22
38.8354948,-77.5059399,83.22
38.835494,-77.5059403,83.22
38.8354934,-77.5059408,83.19
38.8354929,-77.5059416,83.15
38.8354922,-77.5059426,83.12
38.8354913,-77.5059436,83.12
38.8354903,-77.5059444,83.11
38.8354894,-77.5059453,83.08
38.8354885,-77.5059461,83.04
38.8354878,-77.5059469,83
38.835487,-77.5059478,82.96
38.8354864,-77.5059484,82.96
38.8354858,-77.5059489,82.95
38.8354853,-77.5059491,82.92
38.8354849,-77.5059492,82.91
38.8354845,-77.5059495,82.86
38.835484,-77.5059498,82.84
38.8354834,-77.5059503,82.82
38.8354826,-77.5059509,82.84
38.8354819,-77.5059519,82.85
38.8354813,-77.5059531,82.84
38.8354807,-77.5059544,82.84
38.8354802,-77.5059556,82.86
38.8354797,-77.5059567,82.85
38.8354792,-77.5059574,82.84
38.8354787,-77.5059579,82.83
38.8354782,-77.5059584,82.82
38.8354778,-77.505959,82.82
38.8354777,-77.5059596,82.86
38.8354779,-77.5059602,82.92
38.8354788,-77.5059611,83.05
38.8354805,-77.5059624,83.12
38.8354831,-77.5059642,83.22
38.8354859,-77.5059663,83.29
38.835489,-77.5059685,83.34
38.8354922,-77.5059703,83.41
38.8354956,-77.5059718,83.43
38.835499,-77.5059728,83.41
38.8355026,-77.505973,83.44
38.8355065,-77.5059723,83.47
38.8355107,-77.5059708,83.49
38.8355153,-77.5059687,83.52
38.8355205,-77.5059665,83.56
38.8355261,-77.5059645,83.57
38.8355321,-77.5059625,83.57
38.8355383,-77.5059606,83.58
38.8355443,-77.505959,83.58
38.8355503,-77.5059578,83.57
38.8355563,-77.5059568,83.54
38.8355624,-77.5059561,83.53
38.8355687,-77.5059554,83.53
38.835575,-77.5059546,83.54
38.8355813,-77.5059526,83.57
38.8355874,-77.5059493,83.59
38.8355935,-77.5059445,83.61
38.8355994,-77.5059382,83.65
38.835605,-77.505931,83.67
38.8356098,-77.5059228,83.69
38.8356135,-77.5059136,83.69
38.8356158,-77.5059032,83.77
38.8356169,-77.5058923,83.86
38.8356174,-77.5058815,83.94
38.8356176,-77.5058713,84.02
38.8356182,-77.5058618,84.08
38.8356197,-77.5058535,84.13
38.8356222,-77.5058469,84.2
38.8356255,-77.5058419,84.22
38.8356289,-77.5058383,84.18
38.8356311,-77.5058356,84.16
38.8356321,-77.5058334,84.17
38.8356324,-77.5058318,84.15
38.8356325,-77.505831,84.15
38.8356327,-77.505831,84.16
38.835633,-77.5058316,84.12
38.8356334,-77.5058329,84.08
38.8356335,-77.5058343,84.05
38.8356335,-77.5058357,84.02
38.8356333,-77.5058369,83.99
38.835633,-77.5058381,83.95
38.8356327,-77.5058393,83.92
38.8356325,-77.5058404,83.88
38.8356322,-77.5058416,83.86
38.8356317,-77.5058427,83.84
38.8356311,-77.5058437,83.81
38.8356304,-77.5058445,83.79
38.8356296,-77.5058454,83.78
38.8356287,-77.5058467,83.77
38.8356279,-77.5058481,83.77
38.8356271,-77.5058498,83.76
38.8356262,-77.5058517,83.77
38.8356252,-77.5058538,83.78
38.8356242,-77.5058559,83.78
38.8356231,-77.505858,83.76
38.8356219,-77.50586,83.76
38.8356206,-77.5058618,83.77
38.8356193,-77.5058634,83.79
38.835618,-77.5058649,83.79
38.8356168,-77.5058663,83.8
38.8356157,-77.5058676,83.81
38.8356144,-77.5058689,83.82
38.8356132,-77.5058701,83.83
38.8356118,-77.5058711,83.84
38.8356105,-77.5058718,83.84
38.8356092,-77.5058725,83.83
38.835608,-77.505873,83.84
38.835607,-77.5058736,83.86
38.835606,-77.5058742,83.85
38.8356052,-77.5058746,83.87
38.8356044,-77.505875,83.87
38.8356036,-77.5058753,83.88
38.8356029,-77.5058756,83.88
38.8356021,-77.5058761,83.9
38.8356014,-77.5058768,83.91
38.8356007,-77.5058774,83.9
38.8355999,-77.5058778,83.9
38.8355991,-77.5058783,83.9
38.8355984,-77.5058787,83.9
38.8355978,-77.5058791,83.9
38.8355971,-77.5058795,83.89
38.8355963,-77.5058799,83.89
38.8355954,-77.5058804,83.89
38.8355945,-77.5058812,83.9
38.8355936,-77.5058819,83.93
38.8355928,-77.5058828,83.95
38.8355921,-77.5058836,83.96
38.8355915,-77.5058847,83.96
38.8355908,-77.5058859,83.95
38.8355899,-77.5058867,83.95
38.835589,-77.5058869,83.98
38.8355879,-77.5058868,83.99
38.835587,-77.5058868,83.97
38.8355862,-77.5058872,83.94
38.8355855,-77.5058883,83.88
38.8355849,-77.5058898,83.88
38.8355844,-77.5058912,83.85
38.8355837,-77.505892,83.82
38.8355829,-77.5058925,83.8
38.835582,-77.5058927,83.78
38.8355812,-77.5058933,83.79
38.8355805,-77.5058943,83.78
38.8355799,-77.5058953,83.73
38.8355794,-77.5058959,83.73
38.8355787,-77.5058962,83.68
38.835578,-77.5058965,83.64
38.8355772,-77.505897,83.6
38.8355764,-77.5058979,83.57
38.8355758,-77.5058989,83.53
38.8355754,-77.5058997,83.5
38.8355751,-77.5059006,83.49
38.8355747,-77.5059015,83.48
38.8355742,-77.5059022,83.47
38.8355737,-77.5059029,83.46
38.8355732,-77.5059037,83.44
38.8355726,-77.5059043,83.45
38.8355721,-77.5059046,83.45
38.8355714,-77.5059048,83.44
38.8355707,-77.5059049,83.43
38.8355699,-77.505905,83.42
38.835569,-77.5059053,83.42
38.8355679,-77.5059057,83.42
38.835567,-77.5059062,83.42
38.8355661,-77.5059068,83.46
38.8355656,-77.5059074,83.49
38.8355653,-77.505908,83.49
38.835565,-77.5059086,83.49
38.8355647,-77.5059093,83.49
38.8355641,-77.5059102,83.48
38.8355632,-77.5059111,83.54
38.8355621,-77.5059116,83.58
38.8355611,-77.5059119,83.61
38.8355603,-77.5059122,83.63
38.8355596,-77.5059127,83.63
38.835559,-77.5059135,83.61
38.8355585,-77.5059145,83.59
38.8355578,-77.5059154,83.58
38.8355571,-77.5059162,83.58
38.8355565,-77.505917,83.61
38.8355561,-77.5059177,83.61
38.8355558,-77.5059185,83.64
38.8355556,-77.5059193,83.65
38.8355553,-77.50592,83.65
38.8355547,-77.5059207,83.64
38.8355539,-77.5059215,83.62
38.8355529,-77.5059225,83.6
38.8355518,-77.5059233,83.59
38.8355507,-77.5059239,83.61
38.8355496,-77.505924,83.62
38.8355488,-77.505924,83.61
38.8355482,-77.5059241,83.6
38.8355477,-77.5059243,83.58
38.8355471,-77.5059245,83.59
38.8355465,-77.5059249,83.61
38.8355459,-77.5059252,83.63
38.8355451,-77.5059254,83.65
38.8355444,-77.5059256,83.67
38.8355436,-77.5059261,83.68
38.8355428,-77.5059268,83.7
38.8355419,-77.5059277,83.73
38.8355412,-77.5059287,83.78
38.8355405,-77.5059296,83.81
38.8355399,-77.5059302,83.83
38.8355393,-77.5059307,83.83
38.8355388,-77.505931,83.84
38.8355383,-77.5059313,83.85
38.8355375,-77.5059316,83.85
38.8355367,-77.5059318,83.89
38.8355359,-77.5059323,83.89
38.8355352,-77.5059329,83.88
38.8355347,-77.5059336,83.88
38.8355342,-77.5059344,83.9
38.8355336,-77.5059351,83.92
38.8355329,-77.5059357,83.92
38.8355322,-77.5059362,83.93
38.8355314,-77.5059366,83.97
38.8355307,-77.5059369,83.98
38.8355301,-77.5059373,83.98
38.8355294,-77.5059377,84
38.8355288,-77.5059383,84.02
38.8355282,-77.5059392,84.02
38.8355276,-77.5059402,84.02
38.8355271,-77.5059413,84.02
38.8355267,-77.5059425,84.02
38.8355264,-77.5059437,84.04
38.835526,-77.505945,84.02
38.8355254,-77.5059462,84.02
38.8355247,-77.5059471,84.01
38.8355238,-77.5059479,84
38.8355228,-77.5059484,84
38.8355218,-77.5059487,83.98
38.8355209,-77.505949,83.96
38.83552,-77.5059493,83.96
38.8355191,-77.5059495,83.97
38.8355181,-77.5059498,83.95
38.8355172,-77.5059501,83.89
38.8355162,-77.5059508,83.81
38.8355155,-77.5059518,83.74
38.835515,-77.505953,83.69
38.8355145,-77.5059544,83.62
38.8355139,-77.5059552,83.55
38.8355131,-77.5059549,83.55
38.8355123,-77.5059541,83.48
38.8355118,-77.5059533,83.46
38.8355117,-77.5059527,83.39
38.8355117,-77.5059526,83.3
38.8355117,-77.5059527,83.27
38.8355117,-77.5059528,83.24
38.8355118,-77.5059532,83.17
38.8355118,-77.5059536,83.13
38.8355117,-77.5059547,83.03
38.8355116,-77.5059564,82.99
38.8355115,-77.5059585,82.95
38.8355113,-77.5059605,82.93
38.8355111,-77.505962,82.91
38.8355111,-77.5059629,82.87
38.8355111,-77.5059636,82.81
38.8355111,-77.5059639,82.78
38.835511,-77.5059639,82.73
38.8355109,-77.5059636,82.69
38.8355107,-77.5059627,82.67
38.8355106,-77.5059616,82.63
38.8355105,-77.5059607,82.6
38.8355104,-77.5059602,82.58
38.8355103,-77.5059599,82.56
38.8355102,-77.5059598,82.56
38.8355099,-77.5059597,82.53
38.8355096,-77.5059597,82.52
38.8355093,-77.5059599,82.47
38.8355091,-77.5059601,82.46
38.8355091,-77.5059605,82.45
38.8355093,-77.5059608,82.45
38.8355094,-77.505961,82.44
38.8355095,-77.5059613,82.4
38.8355096,-77.5059617,82.38
38.8355097,-77.5059621,82.37
38.8355097,-77.5059624,82.33
38.8355097,-77.5059629,82.32
38.8355096,-77.5059633,82.3
38.8355096,-77.5059638,82.29
38.8355096,-77.5059644,82.27
38.8355095,-77.505965,82.26
38.8355093,-77.5059655,82.23
38.8355088,-77.5059659,82.23
38.8355083,-77.5059661,82.25
38.8355079,-77.5059663,82.26
38.8355079,-77.5059665,82.27
38.835508,-77.5059666,82.24
38.8355083,-77.5059666,82.25
38.8355084,-77.5059666,82.23
38.8355085,-77.5059666,82.23
38.8355084,-77.5059667,82.24
38.8355083,-77.5059667,82.26
38.8355083,-77.5059666,82.23
38.8355083,-77.5059666,82.22
38.8355082,-77.5059666,82.22
38.8355081,-77.5059666,82.23
38.835508,-77.5059667,82.21
38.835508,-77.5059668,82.18
38.8355079,-77.5059671,82.17
38.8355077,-77.5059675,82.18
38.8355074,-77.5059678,82.17
38.8355069,-77.5059681,82.17
38.8355064,-77.5059682,82.18
38.8355059,-77.5059682,82.18
38.8355055,-77.5059682,82.2
38.8355052,-77.5059681,82.2
38.8355049,-77.5059682,82.18
38.8355046,-77.5059683,82.18
38.8355042,-77.5059684,82.18
38.8355039,-77.5059685,82.17
38.8355036,-77.5059685,82.18
38.8355033,-77.5059685,82.15
38.8355031,-77.5059686,82.14
38.8355029,-77.5059687,82.12
38.8355029,-77.5059688,82.08
38.8355029,-77.5059691,82.08
38.835503,-77.5059695,82.07
38.8355032,-77.5059699,82.05
38.8355034,-77.5059704,82.05
38.8355036,-77.5059711,82.02
38.8355036,-77.5059718,81.99
38.8355036,-77.5059724,81.98
38.8355034,-77.5059729,81.96
38.8355031,-77.5059734,81.91
38.8355029,-77.5059738,81.87
38.8355026,-77.505974,81.85
38.8355023,-77.5059741,81.82
38.835502,-77.5059743,81.8
38.8355017,-77.5059745,81.78
38.8355013,-77.5059747,81.75
38.8355009,-77.505975,81.73
38.8355006,-77.5059754,81.7
38.8355004,-77.5059757,81.67
38.8355004,-77.5059761,81.65
38.8355004,-77.5059766,81.63
38.8355003,-77.5059769,81.63
38.8355002,-77.5059772,81.6
38.8354998,-77.5059775,81.57
38.8354992,-77.5059778,81.53
38.8354986,-77.5059782,81.49
38.835498,-77.5059784,81.46
38.8354976,-77.5059788,81.43
38.8354974,-77.5059793,81.41
38.8354975,-77.5059799,81.39
38.8354977,-77.5059807,81.37
38.835498,-77.5059814,81.32
38.8354982,-77.5059822,81.31
38.835498,-77.5059826,81.29
38.8354975,-77.5059826,81.3
38.835497,-77.5059823,81.28
38.8354964,-77.5059819,81.26
38.8354959,-77.5059815,81.24
38.8354958,-77.5059813,81.24
38.8354958,-77.5059812,81.22
38.8354956,-77.5059813,81.21
38.8354953,-77.5059813,81.18
38.835495,-77.5059813,81.16
38.8354949,-77.5059816,81.14
38.8354948,-77.505982,81.13
38.8354949,-77.5059826,81.11
38.8354949,-77.5059835,81.09
38.8354947,-77.5059844,81.08
38.8354943,-77.5059851,81.06
38.8354938,-77.5059855,81.05
38.8354931,-77.5059857,81.02
38.8354926,-77.5059858,80.98
38.8354924,-77.5059863,80.96
38.8354927,-77.5059871,80.93
38.8354934,-77.505988,80.9
38.8354942,-77.505989,80.88
38.8354948,-77.5059898,80.85
38.835495,-77.5059904,80.8
38.8354949,-77.5059907,80.78
38.8354946,-77.505991,80.78
38.8354942,-77.5059913,80.76
38.8354937,-77.5059914,80.75
38.8354932,-77.5059916,80.72
38.8354927,-77.5059918,80.69
38.8354921,-77.5059921,80.68
38.8354915,-77.5059924,80.64
38.8354909,-77.5059928,80.61
38.8354906,-77.5059933,80.6
38.8354905,-77.5059936,80.58
38.8354906,-77.5059939,80.58
38.8354909,-77.5059942,80.56
38.8354911,-77.5059945,80.53
38.8354911,-77.5059947,80.49
38.8354907,-77.5059948,80.44
38.83549,-77.5059949,80.44
38.8354893,-77.505995,80.44
38.8354888,-77.5059951,80.43
38.8354886,-77.5059952,80.39
38.8354885,-77.5059953,80.38
38.8354885,-77.5059954,80.36
38.8354884,-77.5059956,80.34
38.8354884,-77.5059959,80.31
38.8354884,-77.5059962,80.27
38.8354884,-77.5059965,80.25
38.8354885,-77.505997,80.23
38.8354886,-77.5059975,80.18
38.8354886,-77.505998,80.17
38.8354886,-77.5059985,80.14
38.8354887,-77.505999,80.11
38.8354888,-77.5059994,80.07
38.8354888,-77.5059997,80.04
38.8354885,-77.5059999,79.99
38.8354883,-77.506,79.95
38.8354879,-77.5060002,79.91
38.8354875,-77.5060004,79.88
38.8354873,-77.5060006,79.85
38.835487,-77.5060009,79.85
38.8354869,-77.5060012,79.83
38.8354869,-77.5060016,79.82
38.8354869,-77.5060021,79.79
38.835487,-77.5060027,79.78
38.8354871,-77.5060031,79.76
38.835487,-77.5060035,79.72
38.8354866,-77.5060038,79.67
38.8354861,-77.5060038,79.63
38.8354855,-77.5060038,79.6
38.835485,-77.506004,79.57
38.8354848,-77.5060043,79.53
38.8354849,-77.5060047,79.51
38.835485,-77.5060051,79.46
38.8354852,-77.5060054,79.42
38.8354851,-77.5060055,79.4
38.8354848,-77.5060056,79.38
38.8354846,-77.5060057,79.33
38.8354845,-77.5060061,79.29
38.8354842,-77.5060067,79.27
38.8354838,-77.5060072,79.24
38.8354831,-77.5060077,79.2
38.835482,-77.5060079,79.18
38.8354809,-77.506008,79.16
38.8354802,-77.5060081,79.15
38.8354796,-77.5060082,79.13
38.8354793,-77.506008,79.1
38.835479,-77.5060077,79.05
38.8354788,-77.5060074,79.02
38.8354787,-77.5060074,79.01
38.8354788,-77.5060077,78.99
38.8354792,-77.5060084,78.99
38.8354794,-77.5060094,79
38.8354793,-77.5060108,79
38.8354793,-77.506012,78.99
38.8354795,-77.5060132,79
38.83548,-77.5060145,78.99
38.8354808,-77.5060156,78.99
38.8354819,-77.5060166,78.99
38.8354832,-77.5060174,79.01
38.8354845,-77.506018,78.99
38.8354856,-77.5060185,79
38.8354865,-77.5060188,79.01
38.8354869,-77.5060188,79.01
38.8354871,-77.5060185,79.04
38.8354872,-77.5060182,79.06
38.8354873,-77.5060178,79.06
38.8354873,-77.5060175,79.07
38.8354874,-77.5060171,79.09
38.8354874,-77.5060166,79.1
38.8354874,-77.5060162,79.11
38.8354872,-77.5060158,79.12
38.835487,-77.5060151,79.13
38.8354869,-77.5060144,79.15
38.8354868,-77.5060134,79.16
38.8354867,-77.5060123,79.15
38.8354868,-77.5060112,79.12
38.8354868,-77.50601,79.12
38.8354868,-77.5060087,79.09
38.835487,-77.5060073,79.04
38.8354872,-77.5060056,79.02
38.8354873,-77.5060036,78.98
38.8354875,-77.5060015,78.93
38.8354877,-77.5059994,78.86
38.8354878,-77.5059972,78.81
38.8354878,-77.5059949,78.74
38.8354876,-77.5059926,78.67
38.8354874,-77.5059901,78.59
38.8354871,-77.5059873,78.51
38.8354869,-77.5059844,78.43
38.8354867,-77.5059814,78.37
38.8354867,-77.5059782,78.3
38.8354866,-77.5059746,78.24
38.8354866,-77.505971,78.19
38.8354866,-77.5059679,78.21
38.8354864,-77.5059659,78.23
38.8354862,-77.5059655,78.29
38.8354862,-77.5059662,78.33
38.8354863,-77.5059673,78.39
38.8354865,-77.505968,78.5
38.8354866,-77.5059682,78.55
38.8354868,-77.5059681,78.61
38.835487,-77.5059682,78.66
38.8354873,-77.5059687,78.7
38.8354874,-77.5059694,78.75
38.8354875,-77.5059702,78.79
38.8354874,-77.5059709,78.87
38.8354873,-77.5059714,78.94
38.8354872,-77.5059718,79.01
38.8354871,-77.5059721,79.06
38.8354867,-77.5059723,79.14
38.8354865,-77.5059724,79.21
38.8354865,-77.5059726,79.28
38.8354866,-77.5059728,79.34
38.8354867,-77.505973,79.41
38.8354869,-77.5059732,79.46
38.8354869,-77.5059735,79.49
38.8354868,-77.5059737,79.51
38.8354865,-77.5059738,79.56
38.8354862,-77.5059738,79.6
38.8354859,-77.5059736,79.61
38.8354857,-77.5059732,79.65
38.8354854,-77.5059725,79.68
38.835485,-77.5059714,79.69
38.8354847,-77.5059703,79.67
38.8354842,-77.5059697,79.66
38.8354832,-77.5059699,79.64
38.8354818,-77.5059708,79.67
38.8354801,-77.5059721,79.68
38.8354782,-77.5059732,79.71
38.8354766,-77.5059742,79.74
38.8354755,-77.505975,79.74
38.8354746,-77.5059758,79.72
38.8354739,-77.5059766,79.71
38.8354732,-77.5059777,79.69
38.8354725,-77.5059788,79.67
38.835472,-77.5059799,79.68
38.8354717,-77.5059812,79.65
38.8354717,-77.5059825,79.64
38.8354718,-77.5059836,79.65
38.8354718,-77.5059843,79.67
38.8354718,-77.5059849,79.68
38.8354718,-77.5059851,79.69
38.8354717,-77.5059852,79.71
38.8354713,-77.5059853,79.72
38.8354709,-77.5059854,79.72
38.8354703,-77.5059855,79.71
38.8354698,-77.5059859,79.76
38.8354695,-77.5059865,79.78
38.8354691,-77.505987,79.8
38.8354686,-77.5059876,79.81
38.8354679,-77.505988,79.81
38.8354672,-77.5059884,79.82
38.8354665,-77.5059886,79.85
38.835466,-77.5059888,79.84
38.8354654,-77.5059892,79.86
38.8354646,-77.5059894,79.86
38.8354639,-77.5059897,79.85
38.8354632,-77.5059903,79.87
38.8354627,-77.505991,79.88
38.8354623,-77.5059917,79.9
38.835462,-77.5059924,79.88
38.8354617,-77.505993,79.89
38.8354614,-77.5059935,79.91
38.8354609,-77.5059939,79.9
38.8354603,-77.5059944,79.89
38.8354596,-77.5059952,79.89
38.8354588,-77.5059961,79.89
38.835458,-77.505997,79.89
38.8354572,-77.5059978,79.9
38.8354564,-77.5059985,79.89
38.8354559,-77.5059992,79.91
38.8354553,-77.5059999,79.92
38.8354548,-77.5060005,79.91
38.835454,-77.5060012,79.89
38.8354531,-77.5060021,79.91
38.835452,-77.506003,79.88
38.835451,-77.5060039,79.88
38.8354502,-77.5060046,79.89
38.8354494,-77.506005,79.91
38.8354488,-77.5060054,79.92
38.8354482,-77.5060057,79.92
38.8354476,-77.5060061,79.93
38.835447,-77.5060065,79.94
38.8354464,-77.5060069,79.95
38.8354459,-77.5060073,79.98
38.8354456,-77.5060076,79.99
38.8354454,-77.506008,80
38.8354452,-77.5060084,80.01
38.8354449,-77.5060089,80.03
38.8354443,-77.5060097,80.05
38.8354436,-77.5060106,80.07
38.8354429,-77.5060115,80.08
38.8354421,-77.5060123,80.1
38.8354413,-77.5060129,80.08
38.8354406,-77.5060133,80.1
38.8354398,-77.5060136,80.11
38.8354392,-77.5060139,80.09
38.8354387,-77.5060142,80.12
38.8354381,-77.5060147,80.13
38.8354374,-77.5060153,80.13
38.8354366,-77.506016,80.14
38.8354356,-77.5060168,80.16
38.8354347,-77.5060175,80.16
38.8354341,-77.5060184,80.18
38.8354336,-77.5060193,80.18
38.8354332,-77.5060201,80.18
38.8354326,-77.5060208,80.18
38.8354318,-77.5060213,80.17
38.835431,-77.5060218,80.2
38.8354303,-77.5060223,80.2
38.8354297,-77.5060229,80.2
38.8354291,-77.5060235,80.21
38.8354285,-77.5060241,80.21
38.8354278,-77.5060248,80.2
38.8354271,-77.5060255,80.21
38.8354264,-77.5060263,80.22
38.8354257,-77.506027,80.23
38.8354253,-77.5060276,80.23
38.835425,-77.5060283,80.24
38.8354249,-77.5060289,80.28
38.835425,-77.5060297,80.28
38.835425,-77.5060305,80.28
38.8354246,-77.5060311,80.27
38.8354239,-77.5060313,80.29
38.835423,-77.5060315,80.33
38.8354222,-77.5060318,80.33
38.8354215,-77.5060323,80.35
38.8354207,-77.5060329,80.37
38.8354198,-77.5060335,80.4
38.8354187,-77.5060341,80.4
38.8354178,-77.5060347,80.4
38.8354169,-77.5060356,80.42
38.8354161,-77.5060366,80.44
38.8354154,-77.5060377,80.43
38.8354148,-77.5060386,80.44
38.8354142,-77.5060394,80.43
38.8354137,-77.50604,80.45
38.8354133,-77.5060405,80.44
38.8354129,-77.5060408,80.44
38.8354125,-77.5060412,80.45
38.8354122,-77.5060415,80.44
38.8354118,-77.5060419,80.44
38.8354113,-77.5060424,80.44
38.8354107,-77.506043,80.44
38.8354099,-77.5060436,80.45
38.8354091,-77.5060443,80.42
38.8354083,-77.5060449,80.43
38.8354074,-77.5060454,80.41
38.8354066,-77.5060458,80.42
38.8354058,-77.5060461,80.39
38.8354049,-77.5060462,80.4
38.8354041,-77.5060466,80.41
38.8354033,-77.506047,80.41
38.8354024,-77.5060473,80.44
38.8354016,-77.5060476,80.45
38.8354009,-77.5060479,80.46
38.8354002,-77.506048,80.48
38.8353995,-77.5060482,80.5
38.8353989,-77.5060485,80.51
38.8353983,-77.5060489,80.52
38.8353978,-77.5060494,80.54
38.8353974,-77.50605,80.57
38.8353972,-77.5060506,80.58
38.8353969,-77.5060512,80.58
38.8353965,-77.5060519,80.6
38.835396,-77.5060526,80.62
38.8353954,-77.5060532,80.65
38.8353948,-77.5060536,80.67
38.8353942,-77.506054,80.67
38.8353937,-77.5060546,80.68
38.8353932,-77.5060554,80.71
38.8353927,-77.5060563,80.71
38.835392,-77.5060576,80.7
38.835391,-77.5060591,80.7
38.8353899,-77.5060604,80.69
38.8353892,-77.5060617,80.7
38.8353888,-77.5060628,80.71
38.8353885,-77.5060638,80.72
38.8353882,-77.5060645,80.69
38.8353876,-77.506065,80.68
38.8353869,-77.5060651,80.67
38.8353861,-77.506065,80.67
38.8353855,-77.506065,80.67
38.835385,-77.506065,80.67
38.8353847,-77.5060654,80.66
38.8353844,-77.506066,80.68
38.835384,-77.5060667,80.65
38.8353835,-77.5060673,80.65
38.8353828,-77.5060678,80.65
38.835382,-77.5060682,80.66
38.8353813,-77.5060688,80.66
38.8353806,-77.5060696,80.65
38.8353798,-77.5060704,80.62
38.8353789,-77.5060711,80.62
38.8353782,-77.5060717,80.61
38.8353776,-77.5060723,80.61
38.8353772,-77.5060728,80.59
38.8353768,-77.5060734,80.59
38.8353763,-77.506074,80.59
38.8353757,-77.5060745,80.58
38.8353747,-77.5060749,80.6
38.8353735,-77.5060752,80.61
38.8353723,-77.5060756,80.61
38.8353712,-77.5060759,80.61
38.8353703,-77.5060761,80.65
38.8353696,-77.5060765,80.67
38.835369,-77.5060769,80.7
38.8353685,-77.5060774,80.7
38.8353681,-77.5060781,80.71
38.8353676,-77.5060789,80.7
38.835367,-77.5060799,80.69
38.8353664,-77.506081,80.71
38.8353659,-77.506082,80.71
38.8353655,-77.506083,80.7
38.835365,-77.5060839,80.72
38.8353644,-77.5060846,80.72
38.8353636,-77.5060853,80.72
38.8353627,-77.506086,80.7
38.8353618,-77.5060865,80.69
38.8353609,-77.506087,80.68
38.8353602,-77.5060875,80.66
38.8353594,-77.506088,80.64
38.8353585,-77.5060883,80.63
38.8353575,-77.5060886,80.63
38.8353566,-77.5060889,80.59
38.8353559,-77.5060895,80.57
38.8353553,-77.5060903,80.54
38.8353547,-77.506091,80.54
38.8353542,-77.5060918,80.51
38.8353537,-77.5060925,80.48
38.8353533,-77.5060932,80.45
38.8353529,-77.5060938,80.42
38.8353524,-77.5060944,80.41
38.8353517,-77.506095,80.36
38.835351,-77.5060957,80.35
38.8353502,-77.5060967,80.3
38.8353494,-77.5060977,80.25
38.8353487,-77.5060988,80.21
38.8353481,-77.5061001,80.2
38.8353475,-77.5061013,80.18
38.8353468,-77.5061024,80.13
38.8353461,-77.5061035,80.07
38.8353454,-77.5061046,80.06
38.8353451,-77.5061056,80.04
38.835345,-77.5061064,80.06
38.8353451,-77.5061069,80.02
38.8353449,-77.5061072,80.01
38.835344,-77.5061073,80.02
38.8353428,-77.5061075,80.02
38.8353417,-77.5061078,80
38.8353408,-77.5061082,80
38.8353404,-77.5061088,79.98
38.8353402,-77.5061096,79.95
38.8353399,-77.5061104,79.94
38.8353393,-77.5061111,79.93
38.8353383,-77.5061115,79.94
38.8353371,-77.5061118,79.93
38.8353358,-77.5061119,79.93
38.8353347,-77.5061123,79.91
38.835334,-77.5061128,79.9
38.8353334,-77.5061135,79.9
38.8353329,-77.5061142,79.88
38.8353323,-77.5061148,79.9
38.8353317,-77.5061154,79.91
38.835331,-77.506116,79.92
38.8353302,-77.5061167,79.92
38.8353294,-77.5061173,79.94
38.8353286,-77.5061178,79.95
38.8353279,-77.5061184,79.96
38.8353274,-77.5061191,79.96
38.8353268,-77.5061198,79.96
38.8353262,-77.5061204,79.97
38.8353255,-77.5061208,79.99
38.8353248,-77.5061211,79.99
38.835324,-77.5061212,80
38.8353233,-77.5061214,80.01
