Volt,Curr,SOC
23.07029,55.50441,0.01161373
23.16104,45.74128,0.01161288
23.17404,40.52177,0.01156784
23.1803,44.05699,0.01157457
23.18286,44.02185,0.01158215
23.15222,46.27198,0.01158419
23.14612,45.3236,0.01156997
23.09624,50.74915,0.01156979
23.1642,48.15184,0.01156979
23.26643,39.60172,0.01160241
23.25233,34.23944,0.01155831
23.17283,41.23259,0.01155831
23.12305,47.5111,0.01156634
23.24181,41.33957,0.0116038
23.28636,34.76412,0.01160536
23.28946,35.06974,0.01161284
23.25974,38.03028,0.01162337
23.26904,34.08141,0.01159803
23.31377,31.06244,0.01158609
23.23774,38.76038,0.01158371
23.05583,53.77625,0.01158915
23.07637,55.61525,0.01155463
23.18334,44.2337,0.01154912
23.27469,35.15387,0.01154112
23.35182,31.28311,0.01156473
23.37935,25.88891,0.01155176
23.3469,27.79628,0.01153138
23.24309,38.30286,0.01153204
23.23336,41.43198,0.01150804
23.28241,37.01164,0.01152625
23.24467,41.5131,0.01149791
23.20705,42.0665,0.0115035
23.22327,42.28476,0.01149069
23.28217,37.69857,0.0115071
23.29499,33.75412,0.01149042
23.1476,46.938,0.01150043
23.01887,57.0895,0.01151987
22.97779,62.90738,0.01151165
23.03535,60.45586,0.0114776
23.2499,42.73655,0.011516
23.25463,36.20946,0.01148223
23.26053,36.86105,0.01146684
23.24411,40.46833,0.01147735
23.30028,37.96563,0.01151165
23.28113,36.63977,0.01150803
23.21014,42.80965,0.01151102
23.1738,49.17289,0.01147913
23.18146,44.50819,0.01149548
23.22625,42.15946,0.01149845
23.18907,44.65071,0.01150393
23.10737,49.62549,0.01153128
23.04039,56.57928,0.01154165
23.08537,53.87776,0.01153733
23.16304,48.3942,0.01153733
23.10609,54.17574,0.01151409
23.11563,50.15579,0.01152906
23.06859,52.59788,0.01155911
23.04469,56.23421,0.01156719
23.16249,50.06423,0.01160375
23.15788,46.8834,0.01159552
23.01225,54.24783,0.01165845
23.06385,54.31068,0.01166195
23.13065,50.47064,0.01167954
23.12591,51.88666,0.01167954
23.09074,52.063,0.01168901
23.10627,51.81618,0.01168511
23.10798,50.14936,0.0116718
23.0582,55.75019,0.01166836
23.09169,53.47757,0.01165901
23.15192,48.4942,0.01166878
23.1789,43.45581,0.01164726
23.2489,36.62687,0.01162058
23.18419,43.78652,0.01161584
23.15775,47.30307,0.01161584
23.30381,34.49104,0.01162117
23.20224,36.73896,0.0115553
22.92479,58.11437,0.01163813
23.10737,53.77274,0.01158324
23.24594,40.38884,0.01161333
23.19116,40.44223,0.0115878
23.22692,40.22881,0.01159763
23.20741,40.72237,0.01159295
23.12086,46.08685,0.01161952
23.03291,57.08609,0.0116045
23.07759,55.5014,0.01156765
23.18638,42.50263,0.01155938
23.05242,49.48292,0.01161585
22.96223,61.61401,0.01161557
22.92169,65.65308,0.0116094
23.00775,60.65585,0.0115782
23.1783,42.50183,0.01156707
23.18577,40.13363,0.01153934
23.09546,50.39314,0.01153605
23.0647,52.41877,0.01154019
22.92266,59.30328,0.01160194
22.91749,63.42243,0.01161326
22.91257,64.79909,0.01161229
23.05024,56.10459,0.01161229
23.1081,46.63281,0.01159289
22.98156,56.82565,0.01161673
22.9866,59.47215,0.01160321
23.01909,53.1183,0.01160321
22.99553,56.34214,0.01161297
23.00265,57.89911,0.01159763
22.98374,57.65394,0.01160513
22.91202,59.83841,0.01165456
22.91531,60.54541,0.01168488
22.94928,62.21604,0.01166022
23.00282,57.93095,0.011684
23.02106,54.90664,0.01168789
23.03133,53.94101,0.01169017
23.12651,47.90486,0.011715
23.13065,42.87912,0.01168453
23.20923,40.49727,0.0117067
23.18529,41.09705,0.01170919
23.13411,46.00291,0.01171709
23.18644,40.13434,0.01170834
23.12974,44.36883,0.01169447
23.11132,48.2177,0.01168123
23.10281,51.06701,0.01164713
23.12888,44.77966,0.01163152
23.13119,45.03287,0.01162344
23.04525,52.06456,0.01163408
23.07582,52.95409,0.0116048
23.13903,47.02296,0.01162385
23.15016,45.1931,0.01163026
23.17617,43.33232,0.01163965
23.19835,40.37418,0.01163604
23.24807,35.67936,0.01162847
23.30192,31.75559,0.01162988
23.28206,30.75111,0.01160166
23.23719,36.90823,0.01160313
23.22236,37.7819,0.01159998
23.2144,40.01074,0.01159998
23.16523,43.87166,0.01159236
22.94393,56.57626,0.01165498
22.96903,60.20466,0.0116436
23.20583,42.12774,0.01167744
23.18995,39.49246,0.01166209
23.05978,51.8977,0.0116613
23.14092,46.83341,0.0116613
23.29402,33.19349,0.01167343
23.27895,30.84538,0.01164385
23.20449,37.85077,0.01162613
23.24345,38.20779,0.01165155
23.22635,37.75378,0.01165183
23.15909,44.61942,0.01163973
23.10372,49.51144,0.01162823
23.0881,50.14053,0.01162646
23.0898,47.05388,0.01165684
23.1335,49.24739,0.01161756
23.16881,44.25719,0.01162903
23.17739,40.77266,0.01160882
23.12791,45.32483,0.01162246
23.10573,48.62351,0.01161876
23.20145,41.93317,0.01163859
23.23379,38.66761,0.01164977
23.18717,40.28523,0.01163318
23.20929,39.81978,0.01163495
23.21966,38.70132,0.01163396
23.17076,42.84599,0.01163542
23.23768,37.97366,0.01164372
23.34556,27.9278,0.01164216
23.29463,30.05765,0.01161652
23.20929,39.5222,0.01161478
23.18601,38.57946,0.01164521
23.20328,39.09631,0.01164887
23.19413,42.88392,0.01161935
23.21173,40.34929,0.01160589
23.15471,45.68806,0.01159009
23.25846,37.66885,0.01161324
23.33018,30.55482,0.01162234
23.26211,32.16341,0.01158387
23.30885,30.67731,0.01157949
23.38275,24.225,0.0115751
23.3114,29.84119,0.01156558
23.2237,40.3796,0.01154165
23.27828,33.17261,0.01153483
23.29414,34.14848,0.01155441
23.29019,34.82838,0.01155441
23.26223,31.62447,0.01155441
23.3267,30.65697,0.01156746
23.29202,31.97165,0.01156016
23.25682,36.60563,0.01154912
23.28721,35.01612,0.01154912
23.38604,24.78694,0.01154811
23.35875,25.52126,0.01152976
23.25932,34.90087,0.01153684
23.16578,43.76544,0.01153459
23.20696,41.84781,0.01151498
23.22838,38.30798,0.01151678
23.23263,40.4282,0.01149157
23.24685,38.12445,0.01148206
23.29918,33.68525,0.01149124
23.33723,30.00344,0.01149489
23.25974,33.5997,0.01149489
23.27949,35.52405,0.01149489
23.3517,27.98704,0.01149267
23.31189,31.3287,0.01148952
23.16049,46.72799,0.01146836
23.24911,40.44145,0.01143556
23.28697,35.80787,0.01144869
23.23099,36.83836,0.0114789
23.26558,36.00128,0.011477
23.25743,35.79622,0.011477
23.30016,32.19373,0.01146881
23.28028,34.28281,0.01146582
23.26484,35.69823,0.01146757
23.27718,36.40583,0.01146757
23.27238,35.42535,0.01146728
23.21304,36.41715,0.0115122
23.0971,47.0836,0.01154322
23.01298,58.68222,0.01152245
23.09564,52.90771,0.01149047
23.08652,51.55374,0.01148708
23.11186,52.25151,0.01145322
23.09065,50.50719,0.01146357
23.07041,53.1065,0.01146325
23.21763,42.94304,0.01149212
23.34416,27.37742,0.0114673
23.28515,30.60121,0.01142647
23.12439,46.74125,0.01143805
23.12639,49.2247,0.01141932
23.22254,42.65021,0.01145445
23.21659,41.80064,0.0114691
23.05832,48.22042,0.01153574
22.9085,61.21306,0.01159096
22.79916,74.61765,0.01159336
22.98775,63.15095,0.01154348
23.21902,40.79546,0.01155964
22.93688,57.88948,0.01162506
22.82365,73.80762,0.01161236
23.08088,52.596,0.0116329
23.23488,36.94458,0.01162381
23.14541,43.84958,0.0116078
23.08737,49.35441,0.01160001
23.09576,49.31786,0.01160095
23.08239,47.47013,0.01156931
23.16517,45.2929,0.01159666
23.12876,47.71732,0.01161163
23.0334,49.15261,0.01167247
23.13861,44.54533,0.01166968
23.15362,43.4783,0.01166975
23.16237,44.04595,0.01168413
23.09582,49.24117,0.01167763
23.20929,42.23376,0.0117125
23.20028,37.5927,0.0116824
23.22443,38.80556,0.01169321
23.23142,36.63073,0.01168499
23.16426,42.40665,0.01168499
23.12542,46.61113,0.01168081
23.1752,41.47957,0.01167481
23.11345,45.623,0.01169227
23.12165,48.62231,0.01166647
23.13815,48.04595,0.01163597
23.1273,44.87805,0.01163597
23.13885,44.18008,0.01163597
23.17033,43.37047,0.01164591
23.233,39.54027,0.011671
23.26673,34.93621,0.01167317
23.28636,33.30835,0.01167556
23.28476,31.52954,0.01165669
23.16189,39.96777,0.01169511
23.21707,40.22298,0.01169511
23.24376,39.32,0.01172861
23.21264,39.56537,0.01172861
23.1146,47.42556,0.01173272
23.00089,52.8804,0.01178242
23.0305,55.43616,0.01176773
23.0269,57.46259,0.01173679
23.02568,52.81534,0.01176324
23.08439,50.42747,0.01175664
23.02513,52.82659,0.01178008
23.10992,51.42201,0.01178008
23.18103,42.2701,0.01178265
23.12471,45.99672,0.01177322
23.06385,51.50153,0.01177739
23.09643,48.72953,0.01178091
23.07546,47.90646,0.01178091
23.04428,50.13169,0.01181178
23.07029,51.18166,0.01180169
23.18444,41.74723,0.01181269
23.20521,37.45728,0.01179394
23.21173,37.75961,0.01178786
23.03942,51.50153,0.0118025
22.99402,55.3504,0.0118146
23.06932,49.8299,0.01181521
23.18152,41.89181,0.01183185
23.13818,46.77277,0.01185906
23.17198,42.81326,0.01186948
23.20926,39.58751,0.01187719
23.21191,37.33814,0.01186116
23.20875,36.18336,0.0118322
23.19167,38.06342,0.01181304
23.21337,39.11137,0.01182889
23.24333,35.95826,0.01183522
23.26746,35.4376,0.01185721
23.23803,37.12663,0.01186669
23.16632,41.34102,0.01187902
23.21343,38.47083,0.01188088
23.25038,35.95886,0.01188906
23.14572,41.67474,0.01191645
23.09922,46.94304,0.01192406
23.17641,44.77404,0.01188255
23.25208,37.19778,0.01190364
23.25437,35.04526,0.01189941
23.21768,37.87868,0.01189313
23.17465,40.24648,0.01191221
23.20455,38.09052,0.01190025
23.21695,37.67006,0.0118972
23.22279,38.28931,0.01190695
23.23142,36.65141,0.01190494
23.27517,33.5906,0.01191009
23.28259,31.6329,0.01189955
23.24607,36.93514,0.01189955
23.26223,32.5656,0.01187952
23.24102,33.98684,0.01185887
23.11089,47.07878,0.01185265
23.09503,50.96761,0.01181936
23.02746,54.07186,0.01182073
23.06124,51.74891,0.01181597
23.28508,31.44877,0.01180498
23.28788,30.22974,0.01178513
23.15806,43.38834,0.01177798
23.18778,42.57471,0.01177798
23.30131,31.31323,0.01178076
23.22965,36.15902,0.01176949
23.00872,51.00978,0.01182184
23.10506,51.40274,0.01177091
23.18972,42.5972,0.01177091
23.05844,46.9573,0.0118251
23.06598,50.76922,0.01182107
23.04063,52.24267,0.01182512
23.09612,50.40638,0.01179701
23.16928,44.48226,0.01182338
23.17769,41.16994,0.01181667
23.08348,43.72187,0.01181667
23.12712,46.82538,0.01181667
23.21057,40.00753,0.01183639
23.23634,34.62878,0.01181745
23.18048,40.68763,0.01181648
23.11418,46.96388,0.01180997
23.11746,46.54386,0.01180614
23.09546,44.70075,0.01184371
23.0991,46.10532,0.01185611
23.0864,47.46632,0.01186322
23.16596,41.61691,0.01186678
23.23786,37.17409,0.0118876
23.27301,35.32883,0.01191714
23.21987,38.47866,0.01192704
23.19252,36.72752,0.01189034
23.2832,30.46326,0.01187498
23.19817,39.56618,0.01187498
23.12961,48.10968,0.01183701
23.13502,45.58666,0.01182842
23.18365,40.86493,0.01182881
23.18522,41.65147,0.01182881
23.13399,45.1168,0.01182963
23.21513,38.72665,0.01183412
23.28594,31.01766,0.01181882
23.24363,32.29754,0.01178088
23.17039,39.56758,0.01180072
23.27913,34.36093,0.01182825
23.30739,29.80244,0.01182721
23.27396,33.87952,0.01184011
23.24047,32.88668,0.01180871
23.28077,30.9518,0.01179886
23.32635,27.39047,0.01179402
23.25512,34.44586,0.01178687
23.16341,42.96205,0.01177285
23.24576,37.02409,0.01177285
23.43759,19.52011,0.0117789
23.40281,19.0048,0.01174582
23.32781,24.18576,0.01170543
23.36847,23.12053,0.01169823
23.32362,25.80177,0.0116797
23.17033,40.97456,0.01167281
23.26448,36.90723,0.01162368
23.39653,21.73423,0.01162308
23.40798,19.84172,0.01161277
23.33134,28.23402,0.01161277
23.41132,19.24315,0.01159908
23.39418,18.63634,0.01156525
23.31645,27.90893,0.01156576
23.40257,23.61991,0.01159935
23.47514,12.66947,0.01157657
23.40335,17.02176,0.01153788
23.31061,27.99547,0.01153838
23.42676,20.49873,0.01156558
23.48037,14.33266,0.01157169
23.28259,29.3637,0.01158884
23.29736,32.95033,0.01155056
23.37437,23.12234,0.01154815
23.34196,27.09639,0.0115376
23.28484,33.88966,0.01150903
23.28606,30.48033,0.01152084
23.31323,31.34958,0.01149601
23.26023,36.8504,0.01146587
23.26369,36.39981,0.01144256
23.21258,40.27559,0.01142956
23.12694,46.7622,0.01142954
23.10354,47.12798,0.01144743
23.21841,42.67351,0.01140266
23.22321,41.44925,0.0113741
23.08962,48.57934,0.01139927
22.96958,58.88462,0.01142244
22.98952,57.31199,0.01143957
23.07096,52.60828,0.01142792
23.02513,55.76123,0.0114274
22.98508,59.99342,0.01141922
22.85544,65.39987,0.01147573
22.8101,69.40958,0.01152153
22.87045,69.93727,0.01149723
22.92521,63.48969,0.01149528
23.06738,51.95553,0.01150581
23.17468,41.60462,0.01150354
23.14797,43.33834,0.01149538
23.03675,53.19224,0.0115002
23.04003,52.34909,0.0115002
23.02823,50.31784,0.0115002
22.92138,57.18689,0.01156037
22.95062,58.15955,0.01157259
23.03422,51.38721,0.01156731
23.07649,47.89843,0.01156472
22.99772,53.89844,0.01157561
22.99481,52.29488,0.01157561
23.10238,44.09213,0.01156314
23.13745,43.36605,0.01157768
23.0805,47.46913,0.01158091
23.03611,51.36736,0.01157753
23.11946,46.75891,0.01160828
23.06221,48.7711,0.01160227
23.00903,51.15556,0.01163104
23.13751,46.66153,0.01167809
23.09473,46.9308,0.01168027
23.03407,49.55481,0.01170641
23.0328,51.02778,0.0117133
22.95973,54.65002,0.01174757
22.91774,61.58855,0.01173917
22.89799,64.1214,0.01172296
22.9006,60.47413,0.01174699
22.98964,52.50832,0.01172286
23.17568,43.44035,0.01177707
23.19647,37.37308,0.01177458
23.1347,43.68889,0.01178427
23.02757,51.00416,0.01179575
22.97773,53.81551,0.01182082
23.02677,50.84533,0.01182866
23.04398,49.50079,0.01182334
23.02483,52.78904,0.01180939
23.03054,52.17219,0.01179926
23.03361,51.50479,0.0117953
22.95415,54.1167,0.01183733
23.07759,49.64737,0.01186811
23.14298,44.26924,0.01189517
23.1693,36.24681,0.01185321
23.20115,37.2287,0.01185919
23.16499,39.95391,0.01186055
23.16067,40.19708,0.01186034
23.14166,41.13253,0.0118528
23.10135,45.74329,0.01184571
23.04033,50.07186,0.0118489
22.99019,54.25164,0.01185211
23.04179,47.47455,0.01188152
23.07272,45.75212,0.01188152
23.09278,44.62566,0.01187546
23.18123,37.81804,0.0118775
23.2285,32.28449,0.011862
23.23616,34.29808,0.01187861
23.20893,37.33733,0.0119006
23.21561,33.60814,0.01188375
23.25859,30.40563,0.01187438
23.27184,30.75944,0.01188289
23.14956,39.74502,0.01189028
23.18869,37.92065,0.01189028
23.1642,40.10511,0.0118805
23.1394,41.76049,0.01187714
23.07443,43.75961,0.01191275
23.2254,36.65744,0.01194503
23.24795,32.6913,0.01194874
23.09862,44.07727,0.01195804
23.13815,44.00124,0.01192978
23.15411,42.04361,0.01191322
23.11825,41.26251,0.01194152
23.1301,43.08996,0.01193372
23.07139,46.72538,0.01194151
23.22163,34.10812,0.01193466
23.30757,26.30095,0.01192225
23.24296,32.00989,0.01191526
23.17872,40.19728,0.01189002
23.18243,38.07767,0.01188907
23.05017,46.61795,0.01191689
22.86808,58.8296,0.01197394
22.83107,69.74912,0.01193331
22.9088,64.69989,0.01188403
23.00795,52.12659,0.01189047
22.97499,53.79061,0.01190809
22.93451,59.87636,0.01189293
23.09667,48.0908,0.01192594
23.19793,33.45353,0.01188506
23.03449,45.51237,0.01188506
22.90777,56.6861,0.01192292
23.05704,45.27583,0.01190394
23.17786,38.76134,0.01192849
22.98484,51.89248,0.01194212
22.97597,57.19733,0.01190268
23.12402,45.08467,0.01193887
23.09631,41.77936,0.01190635
23.04361,46.46836,0.01190635
22.94898,55.87569,0.01191018
23.01605,52.99604,0.01188282
23.11897,44.61139,0.01190859
23.05935,43.28593,0.01185974
23.0396,48.73616,0.01185844
22.97882,54.86306,0.0118463
22.98496,50.71381,0.01187631
23.08841,44.98709,0.01188434
23.08757,42.53744,0.01186311
23.09278,45.12021,0.01187891
23.11059,41.50687,0.01186865
23.11363,42.79318,0.0118772
22.98569,49.03374,0.01192023
22.75868,69.2387,0.01194308
22.68222,81.75616,0.01189369
23.05297,50.24354,0.01192986
23.09317,40.77555,0.0118921
22.87756,56.40298,0.01195089
22.84213,66.52313,0.01192005
23.05242,48.00245,0.01193567
23.13198,37.94876,0.01191094
22.89379,53.11172,0.01198488
22.83721,60.79922,0.01201328
23.09027,46.28363,0.0120631
23.10074,42.87029,0.01207575
22.96193,51.74911,0.01209473
22.96952,53.0053,0.0120893
23.07783,41.9922,0.01207068
22.96253,47.44885,0.01207068
22.92783,55.68694,0.01206158
23.04294,47.17698,0.01208073
22.95527,50.7364,0.01210642
22.90151,58.67519,0.01208836
23.01608,47.90205,0.0120887
23.03869,44.85135,0.01207569
22.97639,51.35595,0.01207134
22.91531,53.32256,0.01210249
23.02009,48.59962,0.01212096
23.03314,43.885,0.01209524
23.13095,40.12821,0.01212272
23.07382,42.11871,0.01211469
22.95475,48.17634,0.0121639
23.00143,47.14264,0.01217308
23.03857,46.13203,0.01218856
23.00805,48.14502,0.01218124
23.04823,45.98022,0.01220019
23.05144,44.31805,0.01220006
23.02744,46.26054,0.01219968
22.99979,49.91323,0.01218425
22.98532,49.33032,0.01219152
23.04124,44.72364,0.01218525
23.00052,45.63104,0.01218525
22.96393,47.67013,0.01222355
23.04583,46.99066,0.01222355
23.03462,45.6953,0.0122289
22.97445,49.38514,0.01223847
22.99736,49.38554,0.01222507
23.00842,46.32138,0.01221162
22.97773,47.82535,0.0122343
23.012,47.49102,0.0122343
22.93907,50.84974,0.01225627
23.00508,48.27372,0.01225627
23.00982,46.01978,0.01224648
22.90619,52.10312,0.01228175
22.89865,55.77067,0.0122761
22.90479,56.94934,0.01225223
22.94375,51.33808,0.01226022
22.96733,46.33684,0.01221841
22.98539,46.68589,0.01220452
23.03626,46.76594,0.01224126
23.09849,42.01991,0.01227566
23.02866,42.41669,0.01224362
22.98344,47.14204,0.01225841
22.99468,46.65229,0.01225841
23.09491,40.06535,0.01227035
23.09189,39.41326,0.01226997
23.09576,41.70727,0.01229948
23.10384,39.24671,0.01230334
23.05109,41.73096,0.01228587
23.08628,41.37214,0.01230001
23.13235,39.15234,0.01232924
23.1135,40.2029,0.01234804
23.05454,40.98371,0.01234804
23.06543,39.36679,0.01234804
23.16499,35.47454,0.01236791
23.12767,38.37786,0.01238307
23.07832,41.791,0.01237706
23.06677,42.28617,0.01237711
23.00137,45.03186,0.01240642
22.93348,53.03381,0.01240151
23.09,45.04895,0.01240151
23.2161,29.74059,0.01239013
23.11576,38.60497,0.01238961
22.92461,51.14973,0.01242332
23.01595,48.5948,0.01239562
22.97062,49.04498,0.0124097
22.91038,54.69038,0.01241222
22.95703,51.12416,0.01241209
23.02295,44.90998,0.01240176
23.0334,44.67263,0.01240016
23.02112,46.20973,0.01240514
23.074,40.04829,0.01238736
23.07339,37.80158,0.01234614
22.97262,47.31271,0.01236474
22.88943,56.39776,0.01235305
22.93852,52.32741,0.01234452
23.00094,47.33962,0.01235238
22.95457,49.45441,0.01236469
23.01729,45.74911,0.0123702
23.11624,39.18908,0.01239135
23.12025,39.60814,0.01241742
23.05367,42.61351,0.01241175
23.0461,43.67247,0.01241223
23.00927,43.08795,0.01241223
23.02003,45.62964,0.01240671
23.02574,47.59383,0.0123741
23.04811,41.95245,0.01235701
23.06367,38.61159,0.01231885
23.10864,37.83009,0.01232014
23.03297,45.04311,0.01230678
23.00374,47.24424,0.01229766
23.05388,43.70299,0.01229766
23.05674,43.69877,0.01229766
23.0816,39.84007,0.01228831
23.00684,46.00291,0.01229517
22.97816,49.01156,0.01229313
23.05218,44.55196,0.01229313
23.25925,29.45486,0.01232944
23.27925,21.40231,0.01228544
23.18298,30.98654,0.01226947
23.20115,31.34135,0.01227724
23.25293,26.39733,0.01227537
22.765,60.02073,0.01234694
22.49417,94.78918,0.01225761
22.79612,74.42548,0.01213828
23.16754,36.3203,0.01215043
23.12925,34.02218,0.01209873
22.92284,50.73188,0.01214513
22.8851,55.68011,0.01216284
23.05382,44.92183,0.01218346
23.00477,45.28835,0.01215905
22.97809,49.92427,0.01215168
23.0179,47.42797,0.01216663
23.0272,44.20117,0.01215117
23.07491,37.7835,0.01211014
23.17659,32.40738,0.01211033
23.16724,34.3288,0.01212344
23.01956,43.33482,0.01214846
23.01279,44.49894,0.01216241
23.06014,40.39225,0.01214839
23.06434,41.54523,0.01215367
23.08184,40.32981,0.01216062
23.09096,38.78809,0.01215742
23.03291,40.23262,0.01215742
23.03705,44.03069,0.01214419
23.03097,44.81139,0.01213003
23.08603,40.7575,0.01214728
23.05279,40.60992,0.01214728
23.02349,42.51749,0.01216822
23.08111,42.14582,0.01216822
23.02185,44.90717,0.01216544
23.03717,39.92339,0.01216544
23.00606,43.53517,0.01218673
22.9629,51.17865,0.0121579
23.03765,46.73582,0.0121579
23.17337,33.98102,0.01217583
23.15186,34.20089,0.01217308
23.14687,33.473,0.01215792
23.21902,27.86435,0.01214905
23.06812,38.93246,0.01217166
22.98137,49.98391,0.012146
23.15362,39.97861,0.01221439
23.18115,30.50201,0.01218922
22.94965,48.30465,0.01222352
22.90005,53.09686,0.01224348
23.05631,45.92902,0.01224348
23.08716,39.17052,0.01223461
23.1298,35.80185,0.01222858
23.03948,40.89264,0.01222858
23.11964,38.46642,0.01224966
23.07582,39.96054,0.01224341
22.97141,48.69861,0.01224622
22.96508,50.26643,0.01223655
22.94035,48.23894,0.0122747
23.04221,45.06379,0.0122747
23.03255,45.38065,0.0122747
22.96989,47.82856,0.01229086
22.99851,45.0915,0.01230896
22.93147,48.67551,0.01234539
22.99851,49.20261,0.01230715
23.13545,38.34754,0.01234202
23.14571,29.78283,0.01228198
23.06154,36.60925,0.01223234
22.92953,50.60698,0.01223696
22.95524,51.80353,0.0122032
23.05024,43.80078,0.01222862
23.09582,38.22927,0.0122288
22.98624,44.58428,0.01225834
22.98222,49.03454,0.01223586
23.00812,44.84492,0.01224085
23.08737,39.7983,0.01225297
23.05589,41.0575,0.01224808
22.97797,46.9322,0.0122577
23.05424,44.38831,0.0122577
23.08318,36.59439,0.01222401
23.02881,42.23557,0.01222401
23.02355,43.28554,0.01222887
23.02653,41.05448,0.01222887
23.04209,43.77749,0.01222887
23.02738,44.84231,0.01221105
23.06482,42.98615,0.01223963
23.0971,37.39496,0.01222976
23.08892,39.10225,0.01223341
23.01438,43.08333,0.01225445
23.04167,43.62448,0.01224036
23.10324,38.1851,0.01224741
23.04653,40.44225,0.01224741
22.94411,48.71367,0.01226612
22.79581,61.59979,0.01227252
22.91583,56.18625,0.01222784
23.15411,37.36063,0.01227223
23.15088,28.94524,0.01220968
22.96915,46.16074,0.01223447
22.84328,59.37195,0.01222177
23.03729,43.84977,0.0122362
23.0596,38.58649,0.01220899
22.94069,49.87454,0.0122139
22.9161,51.96959,0.01221704
22.94016,48.27051,0.01223932
22.88674,50.85135,0.0122782
22.91719,53.68338,0.01224973
22.98289,47.63519,0.01226551
22.98247,43.93551,0.01223598
22.93859,46.7035,0.01223598
22.90719,50.90865,0.01224549
22.94114,50.6865,0.01222431
22.94588,45.01178,0.01222431
22.9587,44.41542,0.01219397
22.86541,51.73325,0.01222295
22.86565,56.19676,0.01219596
22.8947,52.98783,0.01218303
22.94116,48.61287,0.0121874
22.94235,47.37054,0.01217804
22.88613,48.00385,0.01217804
22.93506,47.41191,0.01217276
22.90479,49.96745,0.01217637
22.7994,59.18823,0.01217296
22.89914,52.22601,0.01215619
22.9995,42.26859,0.01215089
23.00398,41.83618,0.01214578
22.9646,46.4274,0.01215681
22.90242,49.22008,0.01217392
22.91008,48.20465,0.01219255
22.88042,49.34076,0.01222279
22.92272,50.32808,0.01222279
22.85674,52.18326,0.01224191
22.8087,57.99349,0.01223629
22.83769,54.94961,0.01223933
22.76616,57.27785,0.01228194
22.73224,65.97295,0.01224938
22.82311,58.9551,0.01221802
22.89452,49.37268,0.01220152
22.83635,54.01892,0.01220152
22.86951,51.11859,0.01218689
22.9931,43.63271,0.01220488
22.90607,49.05322,0.01220029
22.79144,56.88027,0.01222193
22.82718,52.05914,0.01222193
22.88425,50.18691,0.01222082
22.93628,47.49504,0.01223772
22.97351,43.25093,0.01223803
22.96873,42.46669,0.01222491
23.0086,41.16392,0.01223635
22.89774,45.08307,0.01223635
22.86674,49.43574,0.01225655
22.93731,48.77813,0.01225655
23.07807,36.60041,0.01228316
23.08824,34.58745,0.01229154
22.92673,44.39393,0.01232279
22.75844,61.05202,0.01231438
22.85854,53.63339,0.01229934
22.92898,42.78736,0.01225316
22.82718,53.83017,0.01226025
22.80682,57.81056,0.01223964
22.9078,50.578,0.01223964
22.94794,44.11944,0.01222726
22.9708,44.42264,0.01224173
22.92965,47.79703,0.01225389
22.84316,53.76752,0.01225618
22.79843,55.5269,0.01227965
22.86796,50.60377,0.01229064
22.86115,51.42583,0.01229673
22.81258,55.70858,0.01229799
22.82432,57.78546,0.0122643
22.97226,44.36883,0.01227673
23.0619,34.18302,0.01225404
23.01796,34.67959,0.01220017
22.96211,39.70493,0.01216092
23.02167,39.1678,0.0121778
22.86566,50.07936,0.01218536
22.81119,58.71515,0.01214434
23.01006,43.44497,0.01219058
23.08865,33.13787,0.01218515
22.92661,43.50822,0.01218515
22.95208,43.48372,0.01217717
22.98113,41.74683,0.01217789
22.99414,40.67859,0.01217849
23.10614,33.20775,0.01219856
22.92114,41.92835,0.01225521
22.67876,69.14333,0.01221752
22.81794,62.13753,0.01213701
23.05546,38.57424,0.01215797
23.05157,32.02787,0.01209751
22.87677,46.6035,0.01214576
22.89767,49.07894,0.01213843
22.94108,45.25335,0.01214169
23.08245,36.27412,0.01217455
23.14894,28.85227,0.01217946
22.99784,38.04856,0.01214709
22.9584,41.89602,0.01216719
23.03139,37.23995,0.01216567
23.15591,27.3871,0.01216874
23.12584,27.9521,0.01214967
23.05267,36.28736,0.0121601
22.88796,48.0153,0.012172
22.83417,54.45243,0.01215893
23.05528,38.45436,0.01219442
23.05954,31.4046,0.01214783
22.82122,52.86072,0.01216553
22.81845,59.10985,0.01211186
23.0069,43.22008,0.01215211
23.05826,34.84686,0.01213868
22.86085,45.26459,0.01221586
22.90698,47.76872,0.01220856
23.0286,39.50172,0.01223389
23.09764,33.0696,0.01224592
22.99242,37.77342,0.0122115
22.90613,45.60332,0.0122314
22.94673,42.16911,0.01224922
22.97019,41.74703,0.01224922
22.88656,48.29922,0.01225053
22.75205,60.19,0.01224122
22.80706,53.84824,0.01225466
22.93967,44.24286,0.01225743
22.92825,45.42542,0.01226259
22.90005,48.24882,0.01225231
22.81338,51.95312,0.01228222
22.81751,52.32379,0.01229893
22.87155,50.04977,0.01228852
22.89635,48.98675,0.01228852
22.87255,47.86368,0.01228852
22.87148,48.45384,0.01228852
22.86656,47.34062,0.01228852
22.84389,48.91326,0.01231288
22.87823,49.64276,0.01231288
22.9133,43.14056,0.01228769
22.89318,42.59982,0.01224187
22.85398,46.29287,0.01224187
22.7493,59.42443,0.01221665
22.76841,59.47396,0.01217752
22.78153,56.08371,0.01217146
22.60886,73.25644,0.01213258
22.73285,61.89999,0.01211369
22.9725,40.99726,0.01211671
22.97961,38.42987,0.01209683
22.92637,43.20943,0.01208477
