Volt,Curr,SOC
22.74032,82.94508,0.01170902
22.59731,98.44136,0.01169494
22.50001,107.3674,0.01167799
22.59731,100.8455,0.01164469
22.72981,88.75915,0.0116253
22.77412,81.57343,0.01164583
22.83547,74.61514,0.0116104
23.00253,61.11808,0.01159069
23.13326,51.36579,0.01159102
23.18936,47.28099,0.01159945
23.2257,44.49212,0.01161003
23.21349,42.76587,0.0115886
23.11855,50.49634,0.01156612
23.18535,50.48389,0.01160964
23.20791,43.27346,0.01158867
23.21422,41.91931,0.01156268
23.18115,46.76614,0.01156269
23.14706,49.61926,0.01156167
23.16043,50.40398,0.01158173
23.22351,42.63134,0.01157334
23.27232,40.53563,0.01158927
23.21331,41.25523,0.01155523
23.17137,44.83468,0.01155523
23.2023,45.85272,0.01157107
23.23379,45.09993,0.01160547
23.33857,32.96097,0.01160047
23.41005,26.60395,0.01159424
23.33395,31.9086,0.01157555
23.25525,37.35063,0.01157555
23.29378,38.75014,0.01160146
23.32113,35.97894,0.01161856
23.31541,35.59623,0.01162332
23.25397,40.55992,0.01162286
23.25689,40.36193,0.01162191
23.31523,35.57675,0.01162525
23.23707,43.94616,0.01160466
23.10351,50.1001,0.01164547
23.1986,45.90352,0.01163609
23.25409,42.13155,0.01163609
23.18249,49.83352,0.01160382
23.22206,45.52743,0.01158681
23.27257,40.08624,0.01158927
23.28654,38.92202,0.01159177
23.35702,32.9311,0.01159481
23.28612,33.93383,0.0115421
23.22036,42.07554,0.01155947
23.31511,36.67892,0.01157518
23.32477,33.5975,0.01156401
23.26278,40.05572,0.01156145
23.18146,46.80148,0.01156242
23.23762,46.096,0.01151852
23.23841,40.13724,0.01151852
23.28685,37.92989,0.01151761
23.24321,42.66266,0.01150824
23.3266,35.43358,0.01151621
23.34659,31.52869,0.01149956
23.29736,36.26408,0.01149066
23.31025,38.14213,0.01149066
23.35277,29.87252,0.01146234
23.37236,28.32317,0.01144063
23.31614,35.04604,0.01144195
23.36331,30.94758,0.01144331
23.36471,28.68199,0.01142159
23.34994,31.01324,0.01141463
23.30502,37.46419,0.01139367
23.29384,38.72544,0.0113733
23.17659,46.13203,0.01138714
23.39163,31.06947,0.01141626
23.36355,28.24687,0.01138423
23.1081,53.94322,0.0113762
23.33255,38.88708,0.0113762
23.40421,25.75839,0.01135058
23.13214,49.0216,0.01137916
22.79989,78.71008,0.01139749
22.86723,75.45657,0.011384
23.23227,47.11192,0.01143437
23.30107,36.39922,0.01142623
23.21677,44.6885,0.01142923
23.23494,43.4787,0.01143577
23.26619,38.59781,0.01141832
23.18693,45.70654,0.01143098
23.01906,56.97966,0.01147786
22.9615,63.53387,0.01150003
23.17878,51.30877,0.01150003
23.25731,41.87474,0.01151649
23.11701,50.93497,0.01153637
23.063,57.62201,0.01153136
23.15976,51.87722,0.01153136
23.15842,46.07982,0.01149498
23.17192,48.11108,0.01149911
23.21804,43.68612,0.01149812
23.26509,39.71999,0.01149864
23.24418,40.97577,0.01149305
23.24978,40.8909,0.01149272
23.23707,42.03979,0.0114929
23.28138,41.35989,0.01152705
23.222,40.38403,0.01148963
23.15386,45.80412,0.01152616
23.09448,54.43959,0.01151914
23.05005,60.77874,0.01148671
23.21878,46.70575,0.01151994
23.1163,50.71561,0.01154471
22.89859,68.21042,0.01157996
22.63256,90.92815,0.01161155
22.54626,102.1191,0.01159627
22.77345,83.51373,0.0115734
22.86079,71.62316,0.01160149
22.88342,67.81886,0.01160149
22.8555,70.51958,0.01163445
23.14001,53.26212,0.01168501
23.19246,45.70332,0.0116931
23.11764,45.76898,0.01163074
23.10117,49.11767,0.01160055
23.18857,44.90335,0.01161151
23.1002,51.0644,0.01160485
22.92407,63.58025,0.01163913
22.84906,71.28242,0.01165385
22.96575,64.17601,0.0116344
23.13946,47.90004,0.01163595
23.13472,45.01921,0.01160159
23.02009,54.82211,0.01160159
22.89112,66.50385,0.01161976
23.0174,60.67696,0.01161976
23.14882,45.81236,0.01161427
23.15496,45.20053,0.01160884
23.0833,52.25211,0.01161386
23.03522,53.78439,0.01161386
23.13423,46.88441,0.01161142
23.20419,43,0.01163254
23.16476,46.1018,0.01164687
23.08099,53.0043,0.01163813
