,lat,lng
777,37.1030775,-76.387615
778,37.1030821,-76.387615
779,37.1030794,-76.387617
780,37.1030841,-76.3876166
781,37.103081,-76.3876187
782,37.1030856,-76.3876178
783,37.1030823,-76.3876198
784,37.1030868,-76.3876187
785,37.1030835,-76.3876207
786,37.1030878,-76.3876194
787,37.1030845,-76.3876214
788,37.1030885,-76.3876198
789,37.1030854,-76.3876218
790,37.103089,-76.38762
791,37.1030861,-76.387622
792,37.1030866,-76.3876221
793,37.1030897,-76.3876196
794,37.1030871,-76.3876216
795,37.10309,-76.3876187
796,37.1030879,-76.3876206
797,37.1030903,-76.3876173
798,37.1030884,-76.3876191
799,37.1030905,-76.3876153
800,37.1030886,-76.3876173
801,37.1030907,-76.3876129
802,37.1030888,-76.3876151
803,37.1030908,-76.3876101
804,37.1030891,-76.3876124
805,37.1030907,-76.3876071
806,37.1030895,-76.3876093
807,37.1030906,-76.3876037
808,37.1030899,-76.3876058
809,37.1030907,-76.3875997
810,37.1030901,-76.3876021
811,37.1030909,-76.3875953
812,37.1030905,-76.3875977
813,37.1030909,-76.3875925
814,37.1030915,-76.3875874
815,37.1030913,-76.387587
816,37.103092,-76.3875812
817,37.1030917,-76.3875808
818,37.1030924,-76.3875745
819,37.1030923,-76.3875741
820,37.1030927,-76.3875672
821,37.1030926,-76.387567
822,37.103093,-76.3875592
823,37.1030932,-76.3875597
824,37.1030934,-76.3875511
825,37.1030939,-76.3875523
826,37.1030939,-76.387543
827,37.1030944,-76.3875447
828,37.1030945,-76.3875349
829,37.103095,-76.387537
830,37.1030952,-76.3875267
831,37.1030956,-76.3875225
832,37.1030959,-76.3875184
833,37.1030964,-76.3875141
834,37.103097,-76.3875098
835,37.1030976,-76.3875054
836,37.1030981,-76.3875009
837,37.1030987,-76.3874965
838,37.1030999,-76.3874961
839,37.1030999,-76.3874874
840,37.1031008,-76.3874873
841,37.1031011,-76.3874781
842,37.103102,-76.3874782
843,37.1031022,-76.3874686
844,37.1031036,-76.3874687
845,37.1031035,-76.3874587
846,37.1031052,-76.387459
847,37.1031051,-76.3874483
848,37.1031069,-76.387449
849,37.1031067,-76.3874379
850,37.1031083,-76.3874389
851,37.1031085,-76.3874272
852,37.1031093,-76.3874289
853,37.1031101,-76.3874162
854,37.1031104,-76.3874185
855,37.1031114,-76.387405
856,37.1031121,-76.3873993
857,37.1031127,-76.3873936
858,37.1031133,-76.3873876
859,37.1031139,-76.3873817
860,37.1031144,-76.3873757
861,37.1031149,-76.3873697
862,37.1031155,-76.3873637
863,37.1031162,-76.3873631
864,37.1031167,-76.3873516
865,37.1031177,-76.3873511
866,37.1031179,-76.3873391
867,37.1031191,-76.387339
868,37.1031194,-76.3873266
869,37.1031205,-76.3873269
870,37.1031209,-76.3873138
871,37.1031218,-76.3873147
872,37.1031223,-76.387301
873,37.1031231,-76.3873024
874,37.1031238,-76.387288
875,37.1031242,-76.3872899
876,37.1031253,-76.3872748
877,37.1031252,-76.3872773
878,37.1031267,-76.3872615
879,37.1031264,-76.3872644
880,37.1031279,-76.3872484
881,37.1031276,-76.3872515
882,37.1031292,-76.3872349
883,37.103129,-76.3872385
884,37.1031305,-76.3872214
885,37.1031312,-76.3872146
886,37.1031319,-76.3872078
887,37.1031326,-76.3872011
888,37.1031321,-76.3871993
889,37.1031339,-76.3871875
890,37.1031331,-76.3871862
891,37.1031351,-76.3871741
892,37.1031343,-76.387173
893,37.1031362,-76.3871606
894,37.1031355,-76.3871596
895,37.1031375,-76.3871467
896,37.103137,-76.3871461
897,37.1031391,-76.3871326
898,37.1031385,-76.3871328
899,37.1031408,-76.3871186
900,37.1031398,-76.3871194
901,37.1031426,-76.3871046
902,37.1031412,-76.3871058
903,37.1031443,-76.3870905
904,37.1031427,-76.3870923
905,37.103146,-76.3870765
906,37.1031469,-76.3870693
907,37.1031477,-76.3870621
908,37.1031486,-76.3870547
909,37.1031475,-76.3870517
910,37.1031502,-76.3870404
911,37.1031492,-76.3870378
912,37.1031519,-76.3870262
913,37.1031506,-76.3870239
914,37.1031536,-76.3870117
915,37.1031522,-76.3870102
916,37.1031553,-76.3869975
917,37.1031537,-76.3869965
918,37.1031569,-76.3869833
919,37.1031553,-76.3869828
920,37.1031585,-76.3869692
921,37.1031569,-76.3869691
922,37.1031602,-76.3869549
923,37.1031583,-76.3869554
924,37.1031619,-76.3869408
925,37.1031598,-76.3869417
926,37.1031636,-76.3869264
927,37.1031613,-76.386928
928,37.1031652,-76.386912
929,37.1031626,-76.3869142
930,37.1031668,-76.3868973
931,37.1031641,-76.3869004
932,37.1031683,-76.3868828
933,37.1031691,-76.3868756
934,37.1031671,-76.3868726
935,37.1031706,-76.386861
936,37.1031686,-76.3868588
937,37.1031721,-76.3868463
938,37.1031701,-76.3868447
939,37.1031736,-76.3868317
940,37.1031715,-76.3868306
